,index,Player,state
2005,"University of California, Los Angeles",Trevor Ariza,CA
2006,"University of California, Los Angeles",Dijon Thompson,CA
2007,"University of California, Los Angeles",Bracey Wright,CA
2008,"University of California, Los Angeles",Cedric Bozeman,CA
2009,"University of California, Los Angeles",Jordan Farmar,CA
2010,"University of California, Los Angeles",Ryan Hollins,CA
2011,"University of California, Los Angeles",Arron Afflalo,CA
2012,"University of California, Los Angeles",Brandan Wright,CA
2013,"University of California, Los Angeles",Kevin Love,CA
2014,"University of California, Los Angeles",Russell Westbrook,CA
2015,"University of California, Los Angeles",Darren Collison,CA
2016,"University of California, Los Angeles",Danny Green,CA
2017,"University of California, Los Angeles",Jrue Holiday,CA
2018,"University of California, Los Angeles",Tyler Honeycutt,CA
2019,"University of California, Los Angeles",Malcolm Lee,CA
2020,"University of California, Los Angeles",Shabazz Muhammad,CA
2021,"University of California, Los Angeles",Jordan Adams,CA
2022,"University of California, Los Angeles",Kyle Anderson,CA
2023,"University of California, Los Angeles",Zach LaVine,CA
2024,"University of California, Los Angeles",David Wear,CA
2025,"University of California, Los Angeles",Travis Wear,CA
2026,"University of California, Los Angeles",Kevon Looney,CA
2027,"University of California, Los Angeles",Norman Powell,CA
2028,"University of California, Santa Barbara",John Tschogl,CA
2029,"University of California, Santa Barbara",Don Ford,CA
2030,"University of California, Santa Barbara",Richard Anderson,CA
2031,"University of California, Santa Barbara",Conner Henry,CA
2032,"University of California, Santa Barbara",Brian Shaw,CA
2033,"University of California, Santa Barbara",Orlando Johnson,CA
2034,"University of California, Santa Barbara",James Nunnally,CA
2035,University of Central Arkansas,Scottie Pippen*,AR
2036,University of Central Oklahoma,Eddie Robinson,OK
2037,University of Charleston,George King,WV
2038,University of Charleston,Henry Dickerson,WV
2039,University of Charleston,Gerard King,WV
2040,University of Cincinnati,Jim Holstein,OH
2041,University of Cincinnati,Jack Twyman*,OH
2042,University of Cincinnati,Connie Dierking,OH
2043,University of Cincinnati,Wayne Stevens,OH
2044,University of Cincinnati,Ralph Davis,OH
2045,University of Cincinnati,Oscar Robertson*,OH
2046,University of Cincinnati,Bob Wiesenhahn,OH
2047,University of Cincinnati,Tom Thacker,OH
2048,University of Cincinnati,Ron Bonham,OH
2049,University of Cincinnati,George Wilson,OH
2050,University of Cincinnati,Roland West,OH
2051,University of Cincinnati,Rick Roberson,OH
2052,University of Cincinnati,Derrek Dickey,OH
2053,University of Cincinnati,Jim Ard,OH
2054,University of Cincinnati,Pat Cummings,OH
2055,University of Cincinnati,Bob Miller,OH
2056,University of Cincinnati,Corie Blount,OH
2057,University of Cincinnati,Dontonio Wingfield,OH
2058,University of Cincinnati,Danny Fortson,OH
2059,University of Cincinnati,Ruben Patterson,OH
2060,University of Cincinnati,Art Long,OH
2061,University of Cincinnati,Kenyon Martin,OH
2062,University of Cincinnati,Kenny Satterfield,OH
2063,University of Cincinnati,Tony Bobbitt,OH
2064,University of Cincinnati,Kevin Martin,OH
2065,University of Cincinnati,Jason Maxiell,OH
2066,University of Cincinnati,Lance Stephenson,OH
2067,University of Cincinnati,Sean Kilpatrick,OH
2068,University of Colorado,Bob Doll,CO
2069,University of Colorado,Jim Davis,CO
2070,University of Colorado,Pat Frink,CO
2071,University of Colorado,Cliff Meely,CO
2072,University of Colorado,Scott Wedman,CO
2073,University of Colorado,Jim Creighton,CO
2074,University of Colorado,Joe Cooper,CO
2075,University of Colorado,Jay Humphries,CO
2076,University of Colorado,Alex Stivrins,CO
2077,University of Colorado,Donnie Boyce,CO
2078,University of Colorado,Chauncey Billups,CO
2079,University of Colorado,David Harrison,CO
2080,University of Colorado,Alec Burks,CO
2081,University of Colorado,Cory Higgins,CO
2082,University of Colorado,Chris Copeland,CO
2083,University of Colorado,Spencer Dinwiddie,CO
2084,University of Connecticut,Worthy Patterson,CT
2085,University of Connecticut,Toby Kimball,CT
2086,University of Connecticut,Corny Thompson,CT
2087,University of Connecticut,Bruce Kuczenski,CT
2088,University of Connecticut,Chuck Aleksinas,CT
2089,University of Connecticut,Tate George,CT
2090,University of Connecticut,Scott Burrell,CT
2091,University of Connecticut,Donyell Marshall,CT
2092,University of Connecticut,Donny Marshall,CT
2093,University of Connecticut,Travis Knight,CT
2094,University of Connecticut,Kevin Ollie,CT
2095,University of Connecticut,Richard Hamilton,CT
2096,University of Connecticut,Khalid El-Amin,CT
2097,University of Connecticut,Jake Voskuhl,CT
2098,University of Connecticut,Caron Butler,CT
2099,University of Connecticut,Ben Gordon,CT
2100,University of Connecticut,Emeka Okafor,CT
2101,University of Connecticut,Charlie Villanueva,CT
2102,University of Connecticut,Hilton Armstrong,CT
2103,University of Connecticut,Josh Boone,CT
2104,University of Connecticut,Rudy Gay,CT
2105,University of Connecticut,Hasheem Thabeet,CT
2106,University of Connecticut,Jeff Adrien,CT
2107,University of Connecticut,Jerome Dyson,CT
2108,University of Connecticut,Andre Drummond,CT
2109,University of Connecticut,Jeremy Lamb,CT
2110,University of Connecticut,Shabazz Napier,CT
2111,University of Dayton,Monk Meineke,OH
2112,University of Dayton,Chuck Grigsby,OH
2113,University of Dayton,Chris Harris,OH
2114,University of Dayton,Johnny Horan,OH
2115,University of Dayton,Jim Paxson,OH
2116,University of Dayton,Bucky Bockhorn,OH
2117,University of Dayton,Jim Palmer,OH
2118,University of Dayton,Hank Finkel,OH
2119,University of Dayton,Don May,OH
2120,University of Dayton,Roger Brown,OH
2121,University of Dayton,Johnny Davis,OH
2122,University of Dayton,Sedric Toney,OH
2123,University of Dayton,Negele Knight,OH
2124,University of Dayton,Josh Davis,OH
2125,University of Dayton,Chris Wright,OH
2126,University of Dayton,Brian Roberts,OH
2127,University of Denver,Vince Boryla,CO
2128,University of Denver,Jimmy Darden,CO
2129,University of Denver,Byron Beck,CO
2130,University of Detroit Mercy,Lee Knorek,MI
2131,University of Detroit Mercy,Norm Swanson,MI
2132,University of Detroit Mercy,Bill Ebben,MI
2133,University of Detroit Mercy,Guy Sparrow,MI
2134,University of Detroit Mercy,Dave DeBusschere*,MI
2135,University of Detroit Mercy,Dorie Murrey,MI
2136,University of Detroit Mercy,Spencer Haywood*,MI
2137,University of Detroit Mercy,Frank Russell,MI
2138,University of Detroit Mercy,Owen Wells,MI
2139,University of Detroit Mercy,Terry Thomas,MI
2140,University of Detroit Mercy,Dennis Boyd,MI
2141,University of Detroit Mercy,John Long,MI
2142,University of Detroit Mercy,Terry Tyler,MI
2143,University of Detroit Mercy,Terry Duerod,MI
2144,University of Detroit Mercy,Earl Cureton,MI
2145,University of Detroit Mercy,Joe Kopicki,MI
2146,University of Detroit Mercy,Jermaine Jackson,MI
2147,University of Detroit Mercy,Desmond Ferguson,MI
2148,University of Detroit Mercy,Willie Green,MI
2149,University of Detroit Mercy,Ray McCallum,MI
2150,University of Evansville,Jerry Sloan*,IN
2151,University of Evansville,Don Buse,IN
2152,University of Evansville,Scott Haffner,IN
2153,University of Evansville,Dan Godfread,IN
2154,University of Florida,Neal Walk,FL
2155,University of Florida,Vernon Maxwell,FL
2156,University of Florida,Clifford Lett,FL
2157,University of Florida,Dwayne Schintzius,FL
2158,University of Florida,Andrew DeClercq,FL
2159,University of Florida,Donnell Harvey,FL
2160,University of Florida,Mike Miller,FL
2161,University of Florida,Udonis Haslem,FL
2162,University of Florida,Matt Bonner,FL
2163,University of Florida,Matt Walsh,FL
2164,University of Florida,Corey Brewer,FL
2165,University of Florida,Taurean Green,FL
2166,University of Florida,Al Horford,FL
2167,University of Florida,Joakim Noah,FL
2168,University of Florida,Chris Richard,FL
2169,University of Florida,Marreese Speights,FL
2170,University of Florida,Vernon Macklin,FL
2171,University of Florida,Chandler Parsons,FL
2172,University of Florida,Bradley Beal,FL
2173,University of Florida,Nick Calathes,FL
2174,University of Florida,Erik Murphy,FL
2175,University of Florida,Dorian Finney-Smith,FL
2176,University of Georgia,Herb White,GA
2177,University of Georgia,Tim Bassett,GA
2178,University of Georgia,Jacky Dorsey,GA
2179,University of Georgia,Dominique Wilkins*,GA
2180,University of Georgia,Vern Fleming,GA
2181,University of Georgia,Cedric Henderson,GA
2182,University of Georgia,Willie Anderson,GA
2183,University of Georgia,Alec Kessler,GA
2184,University of Georgia,Litterial Green,GA
2185,University of Georgia,Charles Claxton,GA
2186,University of Georgia,Shandon Anderson,GA
2187,University of Georgia,Jumaine Jones,GA
2188,University of Georgia,Jarvis Hayes,GA
2189,University of Georgia,Sundiata Gaines,GA
2190,University of Georgia,Travis Leslie,GA
2191,University of Georgia,Kentavious Caldwell-Pope,GA
2192,University of Hartford,Vin Baker,CT
2193,University of Hawaii,Bob Nash,
2194,University of Hawaii,Tom Henderson,
2195,University of Hawaii,Tom Barker,
2196,University of Hawaii,Trevor Ruffin,
2197,University of Hawaii,Anthony Carter,
2198,University of Hawaii,Predrag Savovic,
2199,University of Houston,Ted Luckenbill,TX
2200,University of Houston,Gary Phillips,TX
2201,University of Houston,Don Chaney,TX
2202,University of Houston,Elvin Hayes*,TX
2203,University of Houston,George Reynolds,TX
2204,University of Houston,Dwight Davis,TX
2205,University of Houston,Dwight Jones,TX
2206,University of Houston,Otis Birdsong,TX
2207,University of Houston,Clyde Drexler*,TX
2208,University of Houston,Larry Micheaux,TX
2209,University of Houston,Hakeem Olajuwon*,TX
2210,University of Houston,Michael Young,TX
2211,University of Houston,Greg Anderson,TX
2212,University of Houston,Rickie Winslow,TX
2213,University of Houston,Rolando Ferreira,TX
2214,University of Houston,Carl Herrera,TX
2215,University of Houston,Sam Mack,TX
2216,University of Houston,Bo Outlaw,TX
2217,University of Houston,Anthony Goldwire,TX
2218,University of Houston,Damon Jones,TX
2219,University of Houston,Dahntay Jones,TX
2220,University of Houston,Dwayne Jones,TX
2221,University of Houston,Andre Owens,TX
2222,University of Houston,Oliver Lafayette,TX
2223,University of Houston,Marcus Cousin,TX
2224,University of Houston,Damian Jones,TX
2225,University of Idaho,Red Morrison,ID
2226,University of Idaho,Gus Johnson*,ID
2227,University of Idaho,Raymond Brown,ID
2228,University of Idaho,Randy Brown,ID
2229,University of Idaho,Kaniel Dickens,ID
2230,University of Illinois at Chicago,Sherell Ford,IL
2231,University of Illinois at Chicago,Sharrod Ford,IL
2232,University of Illinois at Urbana-Champaign,Jack Burmaster,IL
2233,University of Illinois at Urbana-Champaign,Dike Eddleman,IL
2234,University of Illinois at Urbana-Champaign,Walt Kirk,IL
2235,University of Illinois at Urbana-Champaign,Ken Menke,IL
2236,University of Illinois at Urbana-Champaign,Stan Patrick,IL
2237,University of Illinois at Urbana-Champaign,Andy Phillip*,IL
2238,University of Illinois at Urbana-Champaign,Jack Smiley,IL
2239,University of Illinois at Urbana-Champaign,Gene Vance,IL
2240,University of Illinois at Urbana-Champaign,Wally Osterkorn,IL
2241,University of Illinois at Urbana-Champaign,Irv Bemoras,IL
2242,University of Illinois at Urbana-Champaign,Don Sunderlage,IL
2243,University of Illinois at Urbana-Champaign,Red Kerr,IL
2244,University of Illinois at Urbana-Champaign,Don Ohl,IL
2245,University of Illinois at Urbana-Champaign,Dave Scholz,IL
2246,University of Illinois at Urbana-Champaign,Mike Price,IL
2247,University of Illinois at Urbana-Champaign,Nick Weatherspoon,IL
2248,University of Illinois at Urbana-Champaign,Donnie Freeman,IL
2249,University of Illinois at Urbana-Champaign,Derek Harper,IL
2250,University of Illinois at Urbana-Champaign,Bruce Douglas,IL
2251,University of Illinois at Urbana-Champaign,Ken Norman,IL
2252,University of Illinois at Urbana-Champaign,Nick Anderson,IL
2253,University of Illinois at Urbana-Champaign,Kenny Battle,IL
2254,University of Illinois at Urbana-Champaign,Scott Meents,IL
2255,University of Illinois at Urbana-Champaign,Kendall Gill,IL
2256,University of Illinois at Urbana-Champaign,Marcus Liberty,IL
2257,University of Illinois at Urbana-Champaign,Steve Bardo,IL
2258,University of Illinois at Urbana-Champaign,Kiwane Garris,IL
2259,University of Illinois at Urbana-Champaign,Robert Archibald,IL
2260,University of Illinois at Urbana-Champaign,Brian Cook,IL
2261,University of Illinois at Urbana-Champaign,Luther Head,IL
2262,University of Illinois at Urbana-Champaign,Deron Williams,IL
2263,University of Illinois at Urbana-Champaign,James Augustine,IL
2264,University of Illinois at Urbana-Champaign,Roger Powell,IL
2265,University of Illinois at Urbana-Champaign,Derrick Williams,IL
2266,University of Illinois at Urbana-Champaign,Meyers Leonard,IL
2267,University of Iowa,Noble Jorgensen,IA
2268,University of Iowa,Murray Wier,IA
2269,University of Iowa,Dave Gunther,IA
2270,University of Iowa,Don Nelson*,IA
2271,University of Iowa,Sam Williams,IA
2272,University of Iowa,Connie Hawkins*,IA
2273,University of Iowa,John Johnson,IA
2274,University of Iowa,Fred Brown,IA
2275,University of Iowa,Kevin Kunnert,IA
2276,University of Iowa,Ronnie Lester,IA
2277,University of Iowa,Bill Mayfield,IA
2278,University of Iowa,Bob Hansen,IA
2279,University of Iowa,Greg Stokes,IA
2280,University of Iowa,Kevin Gamble,IA
2281,University of Iowa,Brad Lohaus,IA
2282,University of Iowa,Bill Jones,IA
2283,University of Iowa,Ed Horton,IA
2284,University of Iowa,Roy Marble,IA
2285,University of Iowa,Matt Bullard,IA
2286,University of Iowa,Les Jepsen,IA
2287,University of Iowa,Acie Earl,IA
2288,University of Iowa,Ricky Davis,IA
2289,University of Iowa,Ryan Bowen,IA
2290,University of Iowa,Joe Johnson,IA
2291,University of Iowa,Dean Oliver,IA
2292,University of Iowa,Reggie Evans,IA
2293,University of Iowa,Guy Rucker,IA
2294,University of Iowa,Jared Reiner,IA
2295,University of Iowa,Devyn Marble,IA
2296,University of Iowa,Jarrod Uthoff,IA
2297,University of Kansas,Charlie Black,KS
2298,University of Kansas,Clyde Lovellette*,KS
2299,University of Kansas,Wilt Chamberlain*,KS
2300,University of Kansas,Maury King,KS
2301,University of Kansas,Bill Bridges,KS
2302,University of Kansas,Wayne Hightower,KS
2303,University of Kansas,Walt Wesley,KS
2304,University of Kansas,Bud Stallworth,KS
2305,University of Kansas,Norm Cook,KS
2306,University of Kansas,Dave Robisch,KS
2307,University of Kansas,Paul Mokeski,KS
2308,University of Kansas,John Douglas,KS
2309,University of Kansas,Darnell Valentine,KS
2310,University of Kansas,Dave Magley,KS
2311,University of Kansas,Carl Henry,KS
2312,University of Kansas,Brian Martin,KS
2313,University of Kansas,Greg Dreiling,KS
2314,University of Kansas,Danny Manning,KS
2315,University of Kansas,Rick Calloway,KS
2316,University of Kansas,Kevin Pritchard,KS
2317,University of Kansas,Cedric Hunter,KS
2318,University of Kansas,Mark Randall,KS
2319,University of Kansas,Adonis Jordan,KS
2320,University of Kansas,Rex Walters,KS
2321,University of Kansas,Darrin Hancock,KS
2322,University of Kansas,Greg Ostertag,KS
2323,University of Kansas,Scot Pollard,KS
2324,University of Kansas,Jacque Vaughn,KS
2325,University of Kansas,Raef LaFrentz,KS
2326,University of Kansas,Paul Pierce,KS
2327,University of Kansas,Ryan Robertson,KS
2328,University of Kansas,Drew Gooden,KS
2329,University of Kansas,Kirk Hinrich,KS
2330,University of Kansas,Nick Collison,KS
2331,University of Kansas,Billy Thomas,KS
2332,University of Kansas,Aaron Miles,KS
2333,University of Kansas,Wayne Simien,KS
2334,University of Kansas,Keith Langford,KS
2335,University of Kansas,Julian Wright,KS
2336,University of Kansas,Darrell Arthur,KS
2337,University of Kansas,Mario Chalmers,KS
2338,University of Kansas,Darnell Jackson,KS
2339,University of Kansas,Brandon Rush,KS
2340,University of Kansas,Cole Aldrich,KS
2341,University of Kansas,Sherron Collins,KS
2342,University of Kansas,Xavier Henry,KS
2343,University of Kansas,Josh Selby,KS
2344,University of Kansas,Thomas Robinson,KS
2345,University of Kansas,Tyshawn Taylor,KS
2346,University of Kansas,Ben McLemore,KS
2347,University of Kansas,Jeff Withey,KS
2348,University of Kansas,Tarik Black,KS
2349,University of Kansas,Andrew Wiggins,KS
2350,University of Kansas,Cliff Alexander,KS
2351,University of Kansas,Sasha Kaun,KS
2352,University of Kansas,Kelly Oubre,KS
2353,University of Kansas,Cheick Diallo,KS
2354,University of Kansas,Joel Embiid,KS
2355,University of Kansas,Wayne Selden,KS
2356,University of Kentucky,Cliff Barker,KY
2357,University of Kentucky,Ralph Beard,KY
2358,University of Kentucky,George Feigenbaum,KY
2359,University of Kentucky,Alex Groza,KY
2360,University of Kentucky,Joe Holland,KY
2361,University of Kentucky,Paul Noel,KY
2362,University of Kentucky,Jack Parkinson,KY
2363,University of Kentucky,Kenny Rollins,KY
2364,University of Kentucky,Frank Ramsey*,KY
2365,University of Kentucky,Bobby Watson,KY
2366,University of Kentucky,Skippy Whitaker,KY
2367,University of Kentucky,Bob Burrow,KY
2368,University of Kentucky,Cliff Hagan*,KY
2369,University of Kentucky,Lou Tsioropoulos,KY
2370,University of Kentucky,Jerry Bird,KY
2371,University of Kentucky,Vern Hatton,KY
2372,University of Kentucky,Adrian Smith,KY
2373,University of Kentucky,Johnny Cox,KY
2374,University of Kentucky,Wali Jones,KY
2375,University of Kentucky,Cotton Nash,KY
2376,University of Kentucky,Tommy Kron,KY
2377,University of Kentucky,Pat Riley*,KY
2378,University of Kentucky,Tom Payne,KY
2379,University of Kentucky,Larry Steele,KY
2380,University of Kentucky,Kevin Grevey,KY
2381,University of Kentucky,Louie Dampier*,KY
2382,University of Kentucky,Mike Flynn,KY
2383,University of Kentucky,Dan Issel*,KY
2384,University of Kentucky,Larry Johnson,KY
2385,University of Kentucky,Jack Givens,KY
2386,University of Kentucky,Rick Robey,KY
2387,University of Kentucky,Kyle Macy,KY
2388,University of Kentucky,Sam Bowie,KY
2389,University of Kentucky,Melvin Turpin,KY
2390,University of Kentucky,Dirk Minniefield,KY
2391,University of Kentucky,Kenny Walker,KY
2392,University of Kentucky,Rex Chapman,KY
2393,University of Kentucky,Rob Lock,KY
2394,University of Kentucky,Winston Bennett,KY
2395,University of Kentucky,Jamal Mashburn,KY
2396,University of Kentucky,Tony Delk,KY
2397,University of Kentucky,Walter McCarty,KY
2398,University of Kentucky,Derek Anderson,KY
2399,University of Kentucky,Reggie Hanson,KY
2400,University of Kentucky,Ron Mercer,KY
2401,University of Kentucky,Mark Pope,KY
2402,University of Kentucky,Nazr Mohammed,KY
2403,University of Kentucky,Jeffrey Sheppard,KY
2404,University of Kentucky,Scott Padgett,KY
2405,University of Kentucky,Wayne Turner,KY
2406,University of Kentucky,Jamaal Magloire,KY
2407,University of Kentucky,Tayshaun Prince,KY
2408,University of Kentucky,Keith Bogans,KY
2409,University of Kentucky,Erik Daniels,KY
2410,University of Kentucky,Gerald Fitch,KY
2411,University of Kentucky,Chuck Hayes,KY
2412,University of Kentucky,Kelenna Azubuike,KY
2413,University of Kentucky,Randolph Morris,KY
2414,University of Kentucky,Rajon Rondo,KY
2415,University of Kentucky,Joe Crawford,KY
2416,University of Kentucky,Jodie Meeks,KY
2417,University of Kentucky,Eric Bledsoe,KY
2418,University of Kentucky,DeMarcus Cousins,KY
2419,University of Kentucky,Jordan Crawford,KY
2420,University of Kentucky,Patrick Patterson,KY
2421,University of Kentucky,John Wall,KY
2422,University of Kentucky,Josh Harrellson,KY
2423,University of Kentucky,DeAndre Liggins,KY
2424,University of Kentucky,Daniel Orton,KY
2425,University of Kentucky,Kemba Walker,KY
2426,University of Kentucky,Terrence Jones,KY
2427,University of Kentucky,Michael Kidd-Gilchrist,KY
2428,University of Kentucky,Doron Lamb,KY
2429,University of Kentucky,Darius Miller,KY
2430,University of Kentucky,Marquis Teague,KY
2431,University of Kentucky,Archie Goodwin,KY
2432,University of Kentucky,Nerlens Noel,KY
2433,University of Kentucky,Julius Randle,KY
2434,University of Kentucky,James Young,KY
2435,University of Kentucky,Devin Booker,KY
2436,University of Kentucky,Willie Cauley-Stein,KY
2437,University of Kentucky,Aaron Harrison,KY
2438,University of Kentucky,Trey Lyles,KY
2439,University of Kentucky,Karl-Anthony Towns,KY
2440,University of Kentucky,Andrew Harrison,KY
2441,University of Kentucky,Skal Labissiere,KY
2442,University of Kentucky,Jamal Murray,KY
2443,University of Kentucky,Alex Poythress,KY
2444,University of Kentucky,Tyler Ulis,KY
2445,University of Louisiana at Lafayette,Marv Winkler,LA
2446,University of Louisiana at Lafayette,Bo Lamar,LA
2447,University of Louisiana at Lafayette,Andrew Toney,LA
2448,University of Louisiana at Lafayette,Kevin Brooks,LA
2449,University of Louisiana at Lafayette,Orien Greene,LA
2450,University of Louisiana at Lafayette,Elfrid Payton,LA
2451,University of Louisiana at Lafayette,Shawn Long,LA
2452,University of Louisiana at Monroe,Carl Kilpatrick,LA
2453,University of Louisiana at Monroe,Calvin Natt,LA
2454,University of Louisiana at Monroe,Kenny Natt,LA
2455,University of Louisiana at Monroe,Howard Nathan,LA
2456,University of Louisville,Jack Coleman,KY
2457,University of Louisville,Bob Lochmueller,KY
2458,University of Louisville,Bob Naber,KY
2459,University of Louisville,Chuck Noble,KY
2460,University of Louisville,Charlie Tyra,KY
2461,University of Louisville,Phil Rollins,KY
2462,University of Louisville,Bud Olsen,KY
2463,University of Louisville,Wes Unseld*,KY
2464,University of Louisville,Butch Beard,KY
2465,University of Louisville,Jim Price,KY
2466,University of Louisville,Junior Bridgeman,KY
2467,University of Louisville,Allen Murphy,KY
2468,University of Louisville,Phil Bond,KY
2469,University of Louisville,Wesley Cox,KY
2470,University of Louisville,Rick Wilson,KY
2471,University of Louisville,Darrell Griffith,KY
2472,University of Louisville,Roger Burkman,KY
2473,University of Louisville,Jerry Eaves,KY
2474,University of Louisville,Rodney McCray,KY
2475,University of Louisville,Scooter McCray,KY
2476,University of Louisville,Lancaster Gordon,KY
2477,University of Louisville,Billy Thompson,KY
2478,University of Louisville,Milt Wagner,KY
2479,University of Louisville,Ricky Wilson,KY
2480,University of Louisville,Pervis Ellison,KY
2481,University of Louisville,Kenny Payne,KY
2482,University of Louisville,Felton Spencer,KY
2483,University of Louisville,Jerome Harmon,KY
2484,University of Louisville,Greg Minor,KY
2485,University of Louisville,Dwayne Morton,KY
2486,University of Louisville,Clifford Rozier,KY
2487,University of Louisville,Samaki Walker,KY
2488,University of Louisville,DeJuan Wheat,KY
2489,University of Louisville,Alvin Sims,KY
2490,University of Louisville,Reece Gaines,KY
2491,University of Louisville,Francisco Garcia,KY
2492,University of Louisville,Earl Clark,KY
2493,University of Louisville,Terrence Williams,KY
2494,University of Louisville,Samardo Samuels,KY
2495,University of Louisville,Jerry Smith,KY
2496,University of Louisville,Gorgui Dieng,KY
2497,University of Louisville,Peyton Siva,KY
2498,University of Louisville,Russ Smith,KY
2499,University of Louisville,Montrezl Harrell,KY
2500,University of Louisville,Terry Rozier,KY
2501,University of Louisville,Chinanu Onuaku,KY
2502,University of Maine,Jeff Cross,
2503,University of Maryland,Gene Shue,MD
2504,University of Maryland,Jerry Greenspan,MD
2505,University of Maryland,Barry Yates,MD
2506,University of Maryland,Tom McMillen,MD
2507,University of Maryland,Len Elmore,MD
2508,University of Maryland,Mo Howard,MD
2509,University of Maryland,John Lucas,MD
2510,University of Maryland,Brad Davis,MD
2511,University of Maryland,Steve Sheppard,MD
2512,University of Maryland,Lawrence Boston,MD
2513,University of Maryland,Albert King,MD
2514,University of Maryland,Buck Williams,MD
2515,University of Maryland,Charles Pittman,MD
2516,University of Maryland,Adrian Branch,MD
2517,University of Maryland,Ben Coleman,MD
2518,University of Maryland,Tony Massenburg,MD
2519,University of Maryland,Jerrod Mustaf,MD
2520,University of Maryland,Evers Burns,MD
2521,University of Maryland,Brian Davis,MD
2522,University of Maryland,Cedric Lewis,MD
2523,University of Maryland,Keith Booth,MD
2524,University of Maryland,Obinna Ekezie,MD
2525,University of Maryland,Steve Francis,MD
2526,University of Maryland,Laron Profit,MD
2527,University of Maryland,Terence Morris,MD
2528,University of Maryland,Lonny Baxter,MD
2529,University of Maryland,Juan Dixon,MD
2530,University of Maryland,Chris Wilcox,MD
2531,University of Maryland,Steve Blake,MD
2532,University of Maryland,Sarunas Jasikevicius,MD
2533,University of Maryland,Chris McCray,MD
2534,University of Maryland,Jeff Green,MD
2535,University of Maryland,Greivis Vasquez,MD
2536,University of Maryland,Alex Len,MD
2537,University of Maryland,Jake Layman,MD
2538,University of Maryland,Diamond Stone,MD
2539,University of Maryland Eastern Shore,Ken McBride,MD
2540,University of Maryland Eastern Shore,Levi Fontaine,MD
2541,University of Maryland Eastern Shore,Jake Ford,MD
2542,University of Maryland Eastern Shore,Tal Skinner,MD
2543,University of Massachusetts Amherst,Julius Erving*,MA
2544,University of Massachusetts Amherst,Al Skinner,MA
2545,University of Massachusetts Amherst,Lou Roe,MA
2546,University of Massachusetts Amherst,Marcus Camby,MA
2547,University of Massachusetts Amherst,Lari Ketner,MA
2548,University of Massachusetts Amherst,Stephane Lasme,MA
2549,University of Massachusetts Amherst,Gary Forbes,MA
2550,University of Memphis,Win Wilfong,TN
2551,University of Memphis,Wayne Yates,TN
2552,University of Memphis,Rich Jones,TN
2553,University of Memphis,Larry Kenon,TN
2554,University of Memphis,Hank McDowell,TN
2555,University of Memphis,Keith Lee,TN
2556,University of Memphis,William Bedford,TN
2557,University of Memphis,Andre Turner,TN
2558,University of Memphis,Vincent Askew,TN
2559,University of Memphis,Sylvester Gray,TN
2560,University of Memphis,Elliot Perry,TN
2561,University of Memphis,Mitchell Butler,TN
2562,University of Memphis,Anfernee Hardaway,TN
2563,University of Memphis,Chris Garner,TN
2564,University of Memphis,Antonio Burks,TN
2565,University of Memphis,Earl Barron,TN
2566,University of Memphis,Rodney Carney,TN
2567,University of Memphis,Darius Washington,TN
2568,University of Memphis,Joey Dorsey,TN
2569,University of Memphis,Chris Douglas-Roberts,TN
2570,University of Memphis,Derrick Rose,TN
2571,University of Memphis,Tyreke Evans,TN
2572,University of Memphis,Elliot Williams,TN
2573,University of Memphis,Will Barton,TN
2574,University of Memphis,Adonis Thomas,TN
2575,University of Miami,Rick Barry*,FL
2576,University of Miami,Tito Horford,FL
2577,University of Miami,Tim James,FL
2578,University of Miami,John Salmons,FL
2579,University of Miami,Robert Hite,FL
2580,University of Miami,Guillermo Diaz,FL
2581,University of Miami,DeQuan Jones,FL
2582,University of Miami,Shane Larkin,FL
2583,University of Miami,Derrick Jones,FL
2584,University of Miami,Sheldon McClellan,FL
2585,University of Michigan,George Lee,MI
2586,University of Michigan,Bill Buntin,MI
2587,University of Michigan,Cazzie Russell,MI
2588,University of Michigan,Dennis Stewart,MI
2589,University of Michigan,Rudy Tomjanovich,MI
2590,University of Michigan,Campy Russell,MI
2591,University of Michigan,Wayman Britt,MI
2592,University of Michigan,Rickey Green,MI
2593,University of Michigan,Phil Hubbard,MI
2594,University of Michigan,Alan Hardy,MI
2595,University of Michigan,Mike McGee,MI
2596,University of Michigan,Tim McCormick,MI
2597,University of Michigan,Roy Tarpley,MI
2598,University of Michigan,Richard Rellford,MI
2599,University of Michigan,Gary Grant,MI
2600,University of Michigan,Glen Rice,MI
2601,University of Michigan,Sean Higgins,MI
2602,University of Michigan,Terry Mills,MI
2603,University of Michigan,Rumeal Robinson,MI
2604,University of Michigan,Loy Vaught,MI
2605,University of Michigan,Demetrius Calip,MI
2606,University of Michigan,Eric Riley,MI
2607,University of Michigan,Chris Webber,MI
2608,University of Michigan,Juwan Howard,MI
2609,University of Michigan,Jalen Rose,MI
2610,University of Michigan,Maurice Taylor,MI
2611,University of Michigan,Robert Traylor,MI
2612,University of Michigan,Jamal Crawford,MI
2613,University of Michigan,Maceo Baston,MI
2614,University of Michigan,Bernard Robinson,MI
2615,University of Michigan,Courtney Sims,MI
2616,University of Michigan,Chris Hunter,MI
2617,University of Michigan,Manny Harris,MI
2618,University of Michigan,Darius Morris,MI
2619,University of Michigan,Trey Burke,MI
2620,University of Michigan,Mitch McGary,MI
2621,University of Michigan,Nik Stauskas,MI
