Player,college,state,PER
Marvin Williams,University of Alabama,AL,79
Gerald Wallace,University of Alabama,AL,76
Gerald Wallace,University of Alabama,AL,74
Marvin Williams,University of Alabama,AL,73
JaMychal Green,University of Alabama,AL,66
JaMychal Green,University of Alabama,AL,64
Stephen Jackson,University of Alabama at Birmingham,AL,64
Marvin Williams,University of Alabama,AL,59
JaMychal Green,University of Alabama,AL,59
Marvin Williams,University of Alabama,AL,58
Marvin Williams,University of Alabama,AL,56
Marvin Williams,University of Alabama,AL,55
JaMychal Green,University of Alabama,AL,55
Alonzo Gee,University of Alabama,AL,52
Alonzo Gee,University of Alabama,AL,50
Antonio McDyess,University of Alabama,AL,49
Marvin Williams,University of Alabama,AL,40
Marquis Daniels,Auburn University,AL,40
Gerald Wallace,University of Alabama,AL,39
Marvin Williams,University of Alabama,AL,33
Alonzo Gee,University of Alabama,AL,32
Stephen Jackson,University of Alabama at Birmingham,AL,31
Alonzo Gee,University of Alabama,AL,29
Gerald Wallace,University of Alabama,AL,25
Mickell Gladness,Alabama A&M University,AL,22
Marquis Daniels,Auburn University,AL,21
Carldell Johnson,University of Alabama at Birmingham,AL,19
Alonzo Gee,University of Alabama,AL,17
Alonzo Gee,University of Alabama,AL,16
Marquis Daniels,Auburn University,AL,15
Stephen Jackson,University of Alabama at Birmingham,AL,14
Elijah Millsap,University of Alabama at Birmingham,AL,14
Gerald Wallace,University of Alabama,AL,9
Elijah Millsap,University of Alabama at Birmingham,AL,9
Alonzo Gee,University of Alabama,AL,4
Stephen Jackson,University of Alabama at Birmingham,AL,2
Elijah Millsap,University of Alabama at Birmingham,AL,1
Royce White,University of South Alabama,AL,0
Coty Clarke,University of Arkansas,AR,97
Bobby Portis,University of Arkansas,AR,90
Jannero Pargo,University of Arkansas,AR,88
Patrick Beverley,University of Arkansas,AR,70
Bobby Portis,University of Arkansas,AR,66
Jannero Pargo,University of Arkansas,AR,66
Bobby Portis,University of Arkansas,AR,57
Ronnie Brewer,University of Arkansas,AR,57
Jannero Pargo,University of Arkansas,AR,56
Patrick Beverley,University of Arkansas,AR,50
Patrick Beverley,University of Arkansas,AR,50
Patrick Beverley,University of Arkansas,AR,45
Patrick Beverley,University of Arkansas,AR,44
Ronnie Brewer,University of Arkansas,AR,44
Patrick Beverley,University of Arkansas,AR,36
Jannero Pargo,University of Arkansas,AR,28
Sonny Weems,University of Arkansas,AR,27
Derek Fisher,University of Arkansas at Little Rock,AR,26
Ronnie Brewer,University of Arkansas,AR,25
Courtney Fortson,University of Arkansas,AR,25
Derek Fisher,University of Arkansas at Little Rock,AR,19
Derek Fisher,University of Arkansas at Little Rock,AR,14
Derek Fisher,University of Arkansas at Little Rock,AR,13
Ronnie Brewer,University of Arkansas,AR,4
Sonny Weems,University of Arkansas,AR,4
Shane Edwards,University of Arkansas at Little Rock,AR,1
James Harden,Arizona State University,AZ,99
James Harden,Arizona State University,AZ,98
James Harden,Arizona State University,AZ,98
James Harden,Arizona State University,AZ,98
James Harden,Arizona State University,AZ,96
James Harden,Arizona State University,AZ,96
James Harden,Arizona State University,AZ,93
Jordan Hill,University of Arizona,AZ,89
Jordan Hill,University of Arizona,AZ,87
Jerryd Bayless,University of Arizona,AZ,83
Andre Iguodala,University of Arizona,AZ,83
Andre Iguodala,University of Arizona,AZ,81
Aaron Gordon,University of Arizona,AZ,80
Rondae Hollis-Jefferson,University of Arizona,AZ,80
James Harden,Arizona State University,AZ,77
Jordan Hill,University of Arizona,AZ,77
Aaron Gordon,University of Arizona,AZ,77
Jordan Hill,University of Arizona,AZ,76
Jason Terry,University of Arizona,AZ,74
Jordan Hill,University of Arizona,AZ,73
Jason Terry,University of Arizona,AZ,72
Channing Frye,University of Arizona,AZ,71
Andre Iguodala,University of Arizona,AZ,68
Channing Frye,University of Arizona,AZ,66
Chase Budinger,University of Arizona,AZ,66
Aaron Gordon,University of Arizona,AZ,63
Andre Iguodala,University of Arizona,AZ,61
Rondae Hollis-Jefferson,University of Arizona,AZ,61
Chase Budinger,University of Arizona,AZ,61
Jerryd Bayless,University of Arizona,AZ,60
Andre Iguodala,University of Arizona,AZ,56
Rondae Hollis-Jefferson,University of Arizona,AZ,56
Ike Diogu,Arizona State University,AZ,56
Jerryd Bayless,University of Arizona,AZ,55
Carrick Felix,Arizona State University,AZ,53
Channing Frye,University of Arizona,AZ,52
Channing Frye,University of Arizona,AZ,51
Jordan Hill,University of Arizona,AZ,50
Channing Frye,University of Arizona,AZ,50
Jason Terry,University of Arizona,AZ,49
Channing Frye,University of Arizona,AZ,49
Chase Budinger,University of Arizona,AZ,47
Jerryd Bayless,University of Arizona,AZ,45
Richard Jefferson,University of Arizona,AZ,45
Andre Iguodala,University of Arizona,AZ,44
Andre Iguodala,University of Arizona,AZ,43
Chase Budinger,University of Arizona,AZ,43
Solomon Hill,University of Arizona,AZ,43
Jerryd Bayless,University of Arizona,AZ,42
Eddie House,Arizona State University,AZ,41
Richard Jefferson,University of Arizona,AZ,40
Aaron Gordon,University of Arizona,AZ,37
Jason Terry,University of Arizona,AZ,37
Richard Jefferson,University of Arizona,AZ,36
Luke Walton,University of Arizona,AZ,36
Andre Iguodala,University of Arizona,AZ,35
Jerryd Bayless,University of Arizona,AZ,34
Richard Jefferson,University of Arizona,AZ,34
Mike Bibby,University of Arizona,AZ,33
Gilbert Arenas,University of Arizona,AZ,32
Chase Budinger,University of Arizona,AZ,31
Richard Jefferson,University of Arizona,AZ,28
Jason Terry,University of Arizona,AZ,27
Solomon Hill,University of Arizona,AZ,27
Gilbert Arenas,University of Arizona,AZ,25
Chase Budinger,University of Arizona,AZ,24
Richard Jefferson,University of Arizona,AZ,24
Channing Frye,University of Arizona,AZ,22
Jason Terry,University of Arizona,AZ,20
Jerryd Bayless,University of Arizona,AZ,18
Richard Jefferson,University of Arizona,AZ,16
Jason Terry,University of Arizona,AZ,15
Solomon Hill,University of Arizona,AZ,14
Mike Bibby,University of Arizona,AZ,14
Solomon Hill,University of Arizona,AZ,13
Jerryd Bayless,University of Arizona,AZ,12
Jason Terry,University of Arizona,AZ,12
Mustafa Shakur,University of Arizona,AZ,10
Richard Jefferson,University of Arizona,AZ,9
Jordan Hill,University of Arizona,AZ,7
Solomon Hill,University of Arizona,AZ,6
Luke Walton,University of Arizona,AZ,6
Nick Johnson,University of Arizona,AZ,6
Luke Walton,University of Arizona,AZ,4
Grant Jerrett,University of Arizona,AZ,2
Ike Diogu,Arizona State University,AZ,1
Mustafa Shakur,University of Arizona,AZ,0
Russell Westbrook,"University of California, Los Angeles",CA,99
Russell Westbrook,"University of California, Los Angeles",CA,99
Russell Westbrook,"University of California, Los Angeles",CA,99
Kawhi Leonard,San Diego State University,CA,99
Kawhi Leonard,San Diego State University,CA,98
Kawhi Leonard,San Diego State University,CA,98
Kevin Love,"University of California, Los Angeles",CA,98
Kevin Love,"University of California, Los Angeles",CA,98
Josh Huestis,Stanford University,CA,98
Brook Lopez,Stanford University,CA,98
Russell Westbrook,"University of California, Los Angeles",CA,97
Russell Westbrook,"University of California, Los Angeles",CA,97
Russell Westbrook,"University of California, Los Angeles",CA,97
Kevin Love,"University of California, Los Angeles",CA,97
Brook Lopez,Stanford University,CA,97
DeMar DeRozan,University of Southern California,CA,97
Russell Westbrook,"University of California, Los Angeles",CA,96
Russell Westbrook,"University of California, Los Angeles",CA,96
Brook Lopez,Stanford University,CA,96
Brandan Wright,"University of California, Los Angeles",CA,96
Kawhi Leonard,San Diego State University,CA,95
Kevin Love,"University of California, Los Angeles",CA,95
Brook Lopez,Stanford University,CA,95
Brook Lopez,Stanford University,CA,95
DeMar DeRozan,University of Southern California,CA,94
Brandan Wright,"University of California, Los Angeles",CA,94
Nikola Vucevic,University of Southern California,CA,94
Ryan Anderson,University of California,CA,94
Kevin Love,"University of California, Los Angeles",CA,93
DeMar DeRozan,University of Southern California,CA,93
Brandan Wright,"University of California, Los Angeles",CA,93
Nikola Vucevic,University of Southern California,CA,93
Paul George,"California State University, Fresno",CA,93
Steve Nash,Santa Clara University,CA,93
Brook Lopez,Stanford University,CA,92
Brandan Wright,"University of California, Los Angeles",CA,92
Paul George,"California State University, Fresno",CA,92
Steve Nash,Santa Clara University,CA,92
Paul George,"California State University, Fresno",CA,91
Ed Davis,University of North Carolina,CA,91
Shabazz Muhammad,"University of California, Los Angeles",CA,91
Kawhi Leonard,San Diego State University,CA,90
Nikola Vucevic,University of Southern California,CA,90
Jrue Holiday,"University of California, Los Angeles",CA,90
David Lee,University of San Francisco,CA,90
David Lee,University of San Francisco,CA,90
Ty Lawson,University of North Carolina,CA,90
Brook Lopez,Stanford University,CA,89
Nikola Vucevic,University of Southern California,CA,89
David Lee,University of San Francisco,CA,89
David Lee,University of San Francisco,CA,89
Jorge Gutierrez,University of California,CA,89
Kevin Love,"University of California, Los Angeles",CA,88
Kevin Love,"University of California, Los Angeles",CA,88
Brandan Wright,"University of California, Los Angeles",CA,88
Nikola Vucevic,University of Southern California,CA,88
Ryan Anderson,University of California,CA,88
Ryan Anderson,University of California,CA,88
Jrue Holiday,"University of California, Los Angeles",CA,88
Ty Lawson,University of North Carolina,CA,88
Tyler Zeller,University of North Carolina,CA,88
Robin Lopez,Stanford University,CA,88
Dwight Powell,Stanford University,CA,88
Darren Collison,"University of California, Los Angeles",CA,88
Brandan Wright,"University of California, Los Angeles",CA,87
Paul George,"California State University, Fresno",CA,87
Ed Davis,University of North Carolina,CA,87
David Lee,University of San Francisco,CA,87
Ty Lawson,University of North Carolina,CA,87
Kevon Looney,"University of California, Los Angeles",CA,87
John Henson,University of North Carolina,CA,87
DeMar DeRozan,University of Southern California,CA,86
Brandan Wright,"University of California, Los Angeles",CA,86
John Henson,University of North Carolina,CA,86
Chris Johnson,University of California,CA,86
Kevin Love,"University of California, Los Angeles",CA,85
Ryan Anderson,University of California,CA,85
Ty Lawson,University of North Carolina,CA,85
Ty Lawson,University of North Carolina,CA,85
John Henson,University of North Carolina,CA,85
John Henson,University of North Carolina,CA,85
Nikola Vucevic,University of Southern California,CA,84
Ed Davis,University of North Carolina,CA,84
Jrue Holiday,"University of California, Los Angeles",CA,84
David Lee,University of San Francisco,CA,84
David Lee,University of San Francisco,CA,84
Vince Carter,University of North Carolina,CA,84
James Ennis,"California State University, Long Beach",CA,84
Robin Lopez,Stanford University,CA,83
Robin Lopez,Stanford University,CA,83
Dwight Powell,Stanford University,CA,83
DeMar DeRozan,University of Southern California,CA,82
Darren Collison,"University of California, Los Angeles",CA,82
Jordan Farmar,"University of California, Los Angeles",CA,82
Ryan Anderson,University of California,CA,81
Jrue Holiday,"University of California, Los Angeles",CA,81
Jrue Holiday,"University of California, Los Angeles",CA,81
Jordan Adams,"University of California, Los Angeles",CA,81
Brandon Knight,Stanford University,CA,81
Baron Davis,"University of California, Los Angeles",CA,80
Dewayne Dedmon,University of Southern California,CA,80
Taj Gibson,University of Southern California,CA,80
Paul George,"California State University, Fresno",CA,79
Jrue Holiday,"University of California, Los Angeles",CA,79
Dwight Powell,Stanford University,CA,79
Antawn Jamison,University of North Carolina,CA,79
Rasheed Wallace,University of North Carolina,CA,79
Kawhi Leonard,San Diego State University,CA,78
Raymond Felton,University of North Carolina,CA,78
Kawhi Leonard,San Diego State University,CA,77
Brook Lopez,Stanford University,CA,77
Paul George,"California State University, Fresno",CA,77
Brandon Knight,Stanford University,CA,77
Danny Green,"University of California, Los Angeles",CA,77
Tyler Hansbrough,University of North Carolina,CA,77
Robin Lopez,Stanford University,CA,76
Darren Collison,"University of California, Los Angeles",CA,76
Darren Collison,"University of California, Los Angeles",CA,76
Taj Gibson,University of Southern California,CA,75
Antawn Jamison,University of North Carolina,CA,75
Brandan Wright,"University of California, Los Angeles",CA,74
Steve Nash,Santa Clara University,CA,74
Ed Davis,University of North Carolina,CA,74
Tyler Zeller,University of North Carolina,CA,74
Darren Collison,"University of California, Los Angeles",CA,74
Vince Carter,University of North Carolina,CA,74
Dewayne Dedmon,University of Southern California,CA,74
Taj Gibson,University of Southern California,CA,74
Nick Young,University of Southern California,CA,74
Arron Afflalo,"University of California, Los Angeles",CA,74
Kyle Anderson,"University of California, Los Angeles",CA,74
Tyler Johnson,"California State University, Fresno",CA,74
Ed Davis,University of North Carolina,CA,73
Dewayne Dedmon,University of Southern California,CA,73
Trevor Ariza,"University of California, Los Angeles",CA,73
John Henson,University of North Carolina,CA,72
Taj Gibson,University of Southern California,CA,72
Ryan Anderson,University of California,CA,71
Ed Davis,University of North Carolina,CA,71
Darren Collison,"University of California, Los Angeles",CA,71
Danny Green,"University of California, Los Angeles",CA,71
Shabazz Muhammad,"University of California, Los Angeles",CA,70
Jrue Holiday,"University of California, Los Angeles",CA,70
Ty Lawson,University of North Carolina,CA,70
Tyler Zeller,University of North Carolina,CA,70
Tyler Zeller,University of North Carolina,CA,70
Taj Gibson,University of Southern California,CA,70
Darren Collison,"University of California, Los Angeles",CA,69
John Henson,University of North Carolina,CA,69
Antawn Jamison,University of North Carolina,CA,69
Tyler Hansbrough,University of North Carolina,CA,69
Josh Akognon,"California State University, Fullerton",CA,69
Shabazz Muhammad,"University of California, Los Angeles",CA,68
Robin Lopez,Stanford University,CA,68
Raymond Felton,University of North Carolina,CA,68
Jordan Farmar,"University of California, Los Angeles",CA,67
Taj Gibson,University of Southern California,CA,67
Leon Powe,University of California,CA,67
Shabazz Muhammad,"University of California, Los Angeles",CA,66
DeMar DeRozan,University of Southern California,CA,65
Jrue Holiday,"University of California, Los Angeles",CA,65
Robin Lopez,Stanford University,CA,65
Kevon Looney,"University of California, Los Angeles",CA,65
Vince Carter,University of North Carolina,CA,65
Brandon Knight,Stanford University,CA,65
Tyler Hansbrough,University of North Carolina,CA,65
Arron Afflalo,"University of California, Los Angeles",CA,65
Alex Stepheson,University of Southern California,CA,65
Zach LaVine,"University of California, Los Angeles",CA,64
Zach LaVine,"University of California, Los Angeles",CA,64
DeMar DeRozan,University of Southern California,CA,63
Nick Young,University of Southern California,CA,63
Robin Lopez,Stanford University,CA,62
Jordan Farmar,"University of California, Los Angeles",CA,62
Taj Gibson,University of Southern California,CA,62
Jason Kidd,University of California,CA,62
Nikola Vucevic,University of Southern California,CA,61
Ed Davis,University of North Carolina,CA,61
Taj Gibson,University of Southern California,CA,61
Tyler Hansbrough,University of North Carolina,CA,61
Nick Young,University of Southern California,CA,61
Trevor Ariza,"University of California, Los Angeles",CA,61
Zach LaVine,"University of California, Los Angeles",CA,61
Jordan Farmar,"University of California, Los Angeles",CA,60
Danny Green,"University of California, Los Angeles",CA,60
Nick Young,University of Southern California,CA,60
Trevor Ariza,"University of California, Los Angeles",CA,59
Norman Powell,"University of California, Los Angeles",CA,59
Robin Lopez,Stanford University,CA,58
Danny Green,"University of California, Los Angeles",CA,58
JaKarr Sampson,University of California,CA,58
Dwight Powell,Stanford University,CA,57
Tyler Johnson,"California State University, Fresno",CA,57
Malcolm Thomas,San Diego State University,CA,57
Darren Collison,"University of California, Los Angeles",CA,56
Kevon Looney,"University of California, Los Angeles",CA,56
Vince Carter,University of North Carolina,CA,56
Arron Afflalo,"University of California, Los Angeles",CA,56
Reggie Bullock,University of North Carolina,CA,56
Chasson Randle,Stanford University,CA,56
Ryan Anderson,University of California,CA,55
Jason Kidd,University of California,CA,55
Brian Scalabrine,University of Southern California,CA,55
Landry Fields,Stanford University,CA,55
Raymond Felton,University of North Carolina,CA,54
Dewayne Dedmon,University of Southern California,CA,53
Tyler Hansbrough,University of North Carolina,CA,53
Nick Young,University of Southern California,CA,53
Norman Powell,"University of California, Los Angeles",CA,53
Jordan Farmar,"University of California, Los Angeles",CA,52
Danny Green,"University of California, Los Angeles",CA,52
Shabazz Muhammad,"University of California, Los Angeles",CA,51
Jason Kidd,University of California,CA,51
Ryan Hollins,"University of California, Los Angeles",CA,51
Paul George,"California State University, Fresno",CA,50
Paul George,"California State University, Fresno",CA,50
Tyler Zeller,University of North Carolina,CA,50
Raymond Felton,University of North Carolina,CA,50
Raymond Felton,University of North Carolina,CA,50
Nick Young,University of Southern California,CA,50
Arron Afflalo,"University of California, Los Angeles",CA,50
Kyle Anderson,"University of California, Los Angeles",CA,50
Tyler Johnson,"California State University, Fresno",CA,50
Trevor Ariza,"University of California, Los Angeles",CA,50
Josh Childress,Stanford University,CA,50
Casper Ware,"California State University, Long Beach",CA,50
Brendan Haywood,University of North Carolina,CA,50
DeMar DeRozan,University of Southern California,CA,49
Jordan Adams,"University of California, Los Angeles",CA,49
Vince Carter,University of North Carolina,CA,48
Trevor Ariza,"University of California, Los Angeles",CA,48
Ryan Anderson,University of California,CA,47
Kendall Marshall,University of North Carolina,CA,47
Wayne Ellington,University of North Carolina,CA,47
Tyler Hansbrough,University of North Carolina,CA,46
Kyle Anderson,"University of California, Los Angeles",CA,46
Wayne Ellington,University of North Carolina,CA,46
Brandon Knight,Stanford University,CA,45
Raymond Felton,University of North Carolina,CA,45
Trevor Ariza,"University of California, Los Angeles",CA,45
Kendall Marshall,University of North Carolina,CA,45
Ryan Hollins,"University of California, Los Angeles",CA,44
Shelden Williams,University of North Carolina,CA,44
Allen Crabbe,University of California,CA,44
Steve Nash,Santa Clara University,CA,43
Wayne Ellington,University of North Carolina,CA,43
Wayne Ellington,University of North Carolina,CA,43
Allen Crabbe,University of California,CA,43
David Nwaba,"California Polytechnic State University, San Luis Obispo",CA,43
David Nwaba,"California Polytechnic State University, San Luis Obispo",CA,43
Shawne Williams,University of North Carolina,CA,43
Brandon Knight,Stanford University,CA,42
Tyler Johnson,"California State University, Fresno",CA,42
Reggie Bullock,University of North Carolina,CA,42
Landry Fields,Stanford University,CA,42
Raymond Felton,University of North Carolina,CA,41
Ryan Hollins,"University of California, Los Angeles",CA,41
Shelden Williams,University of North Carolina,CA,41
Vince Carter,University of North Carolina,CA,40
Brandon Knight,Stanford University,CA,40
Trevor Ariza,"University of California, Los Angeles",CA,40
Reggie Bullock,University of North Carolina,CA,40
Brendan Haywood,University of North Carolina,CA,40
Dominic McGuire,"California State University, Fresno",CA,40
James Ennis,"California State University, Long Beach",CA,39
Wayne Ellington,University of North Carolina,CA,39
Allen Crabbe,University of California,CA,39
Ed Davis,University of North Carolina,CA,38
James Ennis,"California State University, Long Beach",CA,38
Jerry Stackhouse,University of North Carolina,CA,38
Danny Green,"University of California, Los Angeles",CA,37
Orlando Johnson,"University of California, Santa Barbara",CA,37
Trevor Ariza,"University of California, Los Angeles",CA,36
Zach LaVine,"University of California, Los Angeles",CA,36
Ryan Hollins,"University of California, Los Angeles",CA,36
Matthew Dellavedova,Saint Mary's College of California,CA,36
Jorge Gutierrez,University of California,CA,34
Tyler Zeller,University of North Carolina,CA,34
Josh Childress,Stanford University,CA,34
Raymond Felton,University of North Carolina,CA,33
Arron Afflalo,"University of California, Los Angeles",CA,33
Chris Johnson,University of California,CA,32
Chris Johnson,University of California,CA,32
Vince Carter,University of North Carolina,CA,32
Landry Fields,Stanford University,CA,32
Chris Johnson,University of California,CA,31
Dewayne Dedmon,University of Southern California,CA,31
Arron Afflalo,"University of California, Los Angeles",CA,31
Ryan Hollins,"University of California, Los Angeles",CA,31
Matthew Dellavedova,Saint Mary's College of California,CA,31
James Ennis,"California State University, Long Beach",CA,30
Danny Green,"University of California, Los Angeles",CA,29
Shawne Williams,University of North Carolina,CA,29
Dominic McGuire,"California State University, Fresno",CA,29
Tyler Honeycutt,"University of California, Los Angeles",CA,29
Landry Fields,Stanford University,CA,28
Chris Johnson,University of California,CA,27
Chris Johnson,University of California,CA,27
Earl Watson,"University of California, Los Angeles",CA,27
Danny Green,"University of California, Los Angeles",CA,26
Wayne Ellington,University of North Carolina,CA,26
Jordan Farmar,"University of California, Los Angeles",CA,25
Baron Davis,"University of California, Los Angeles",CA,25
Nick Young,University of Southern California,CA,25
Dan Gadzuric,"University of California, Los Angeles",CA,25
Ty Lawson,University of North Carolina,CA,24
Malcolm Lee,"University of California, Los Angeles",CA,24
Vince Carter,University of North Carolina,CA,23
JaKarr Sampson,University of California,CA,22
Wayne Ellington,University of North Carolina,CA,22
Shawne Williams,University of North Carolina,CA,22
Matthew Dellavedova,Saint Mary's College of California,CA,22
Earl Watson,"University of California, Los Angeles",CA,22
Malcolm Lee,"University of California, Los Angeles",CA,21
Nick Young,University of Southern California,CA,20
Brendan Haywood,University of North Carolina,CA,20
Arron Afflalo,"University of California, Los Angeles",CA,19
Francisco Elson,University of California,CA,19
Jorge Gutierrez,University of California,CA,18
Brendan Haywood,University of North Carolina,CA,18
Allen Crabbe,University of California,CA,18
Norman Powell,"University of California, Los Angeles",CA,17
Landry Fields,Stanford University,CA,17
Wayne Ellington,University of North Carolina,CA,17
Jerry Stackhouse,University of North Carolina,CA,17
Matthew Dellavedova,Saint Mary's College of California,CA,17
Matthew Dellavedova,Saint Mary's College of California,CA,17
Travis Wear,"University of California, Los Angeles",CA,17
JaKarr Sampson,University of California,CA,16
Melvin Ely,"California State University, Fresno",CA,16
Chris Johnson,University of California,CA,15
Kyle Anderson,"University of California, Los Angeles",CA,15
Malcolm Thomas,San Diego State University,CA,15
Antawn Jamison,University of North Carolina,CA,14
Kendall Marshall,University of North Carolina,CA,14
Allen Crabbe,University of California,CA,13
Dominic McGuire,"California State University, Fresno",CA,13
Earl Watson,"University of California, Los Angeles",CA,13
Malcolm Thomas,San Diego State University,CA,11
Ryan Hollins,"University of California, Los Angeles",CA,11
Josh Childress,Stanford University,CA,11
Travis Wear,"University of California, Los Angeles",CA,11
Josh Huestis,Stanford University,CA,10
Reggie Bullock,University of North Carolina,CA,10
Kendall Marshall,University of North Carolina,CA,10
Reggie Bullock,University of North Carolina,CA,9
Brian Scalabrine,University of Southern California,CA,9
Francisco Elson,University of California,CA,9
James Nunnally,"University of California, Santa Barbara",CA,9
Arron Afflalo,"University of California, Los Angeles",CA,8
Jerry Stackhouse,University of North Carolina,CA,8
Josh Huestis,Stanford University,CA,7
Orlando Johnson,"University of California, Santa Barbara",CA,7
Shawne Williams,University of North Carolina,CA,6
Jamaal Franklin,San Diego State University,CA,6
Jamaal Franklin,San Diego State University,CA,6
Sean Marks,University of California,CA,6
Malcolm Thomas,San Diego State University,CA,5
Jason Kapono,"University of California, Los Angeles",CA,5
Josh Childress,Stanford University,CA,4
Orlando Johnson,"University of California, Santa Barbara",CA,4
Melvin Ely,"California State University, Fresno",CA,4
Tyler Honeycutt,"University of California, Los Angeles",CA,3
Earl Watson,"University of California, Los Angeles",CA,3
David Wear,"University of California, Los Angeles",CA,3
Jason Kapono,"University of California, Los Angeles",CA,2
Dan Gadzuric,"University of California, Los Angeles",CA,1
Patrick Christopher,University of California,CA,1
Malcolm Lee,"University of California, Los Angeles",CA,0
Josh Smith,University of Southern Colorado,CO,93
Josh Smith,University of Southern Colorado,CO,89
Chauncey Billups,University of Colorado,CO,87
Josh Smith,University of Southern Colorado,CO,83
Chris Copeland,University of Colorado,CO,83
Chris Copeland,University of Colorado,CO,79
Chauncey Billups,University of Colorado,CO,75
Spencer Dinwiddie,University of Colorado,CO,74
Alec Burks,University of Colorado,CO,73
Chauncey Billups,University of Colorado,CO,67
Josh Smith,University of Southern Colorado,CO,66
Alec Burks,University of Colorado,CO,61
Josh Smith,University of Southern Colorado,CO,60
Alec Burks,University of Colorado,CO,59
Alec Burks,University of Colorado,CO,51
Alec Burks,University of Colorado,CO,50
Spencer Dinwiddie,University of Colorado,CO,48
Cory Higgins,University of Colorado,CO,47
Alec Burks,University of Colorado,CO,39
Alec Burks,University of Colorado,CO,38
Josh Smith,University of Southern Colorado,CO,30
Spencer Dinwiddie,University of Colorado,CO,27
Spencer Dinwiddie,University of Colorado,CO,19
Chris Copeland,University of Colorado,CO,12
Chauncey Billups,University of Colorado,CO,7
Chris Copeland,University of Colorado,CO,7
Cory Higgins,University of Colorado,CO,5
Josh Smith,University of Southern Colorado,CO,4
Joe Smith,University of Southern Colorado,CO,2
Andre Drummond,University of Connecticut,CT,96
Andre Drummond,University of Connecticut,CT,96
Andre Drummond,University of Connecticut,CT,94
Andre Drummond,University of Connecticut,CT,94
Andre Drummond,University of Connecticut,CT,94
Andre Drummond,University of Connecticut,CT,93
Rudy Gay,University of Connecticut,CT,90
Rudy Gay,University of Connecticut,CT,86
Rudy Gay,University of Connecticut,CT,85
Rudy Gay,University of Connecticut,CT,85
Rudy Gay,University of Connecticut,CT,84
Rudy Gay,University of Connecticut,CT,84
Charlie Villanueva,University of Connecticut,CT,82
Jeff Adrien,University of Connecticut,CT,82
Hilton Armstrong,University of Connecticut,CT,80
Jeremy Lamb,University of Connecticut,CT,80
Jeremy Lamb,University of Connecticut,CT,80
Emeka Okafor,University of Connecticut,CT,77
Charlie Villanueva,University of Connecticut,CT,76
Charlie Villanueva,University of Connecticut,CT,74
Jeremy Lamb,University of Connecticut,CT,74
Emeka Okafor,University of Connecticut,CT,74
Emeka Okafor,University of Connecticut,CT,73
Richard Hamilton,University of Connecticut,CT,73
Rudy Gay,University of Connecticut,CT,71
Rudy Gay,University of Connecticut,CT,71
Emeka Okafor,University of Connecticut,CT,68
Jeremy Lamb,University of Connecticut,CT,66
Jeff Adrien,University of Connecticut,CT,61
Shabazz Napier,University of Connecticut,CT,61
Caron Butler,University of Connecticut,CT,61
Charlie Villanueva,University of Connecticut,CT,59
Shabazz Napier,University of Connecticut,CT,56
Ben Gordon,University of Connecticut,CT,55
Jeff Adrien,University of Connecticut,CT,54
Jeremy Lamb,University of Connecticut,CT,54
Richard Hamilton,University of Connecticut,CT,52
Charlie Villanueva,University of Connecticut,CT,48
Ben Gordon,University of Connecticut,CT,48
Caron Butler,University of Connecticut,CT,45
Ben Gordon,University of Connecticut,CT,45
Hasheem Thabeet,University of Connecticut,CT,45
Caron Butler,University of Connecticut,CT,43
Charlie Villanueva,University of Connecticut,CT,41
Caron Butler,University of Connecticut,CT,40
Hasheem Thabeet,University of Connecticut,CT,39
Jeff Adrien,University of Connecticut,CT,36
Caron Butler,University of Connecticut,CT,36
Jerome Dyson,University of Connecticut,CT,36
Jeff Adrien,University of Connecticut,CT,35
Jeremy Lamb,University of Connecticut,CT,35
Richard Hamilton,University of Connecticut,CT,30
Ben Gordon,University of Connecticut,CT,30
Shabazz Napier,University of Connecticut,CT,23
Shabazz Napier,University of Connecticut,CT,21
Caron Butler,University of Connecticut,CT,21
Hilton Armstrong,University of Connecticut,CT,18
Ben Gordon,University of Connecticut,CT,9
Hasheem Thabeet,University of Connecticut,CT,6
Hasheem Thabeet,University of Connecticut,CT,3
Henry Sims,Georgetown University,DC,99
Greg Monroe,Georgetown University,DC,95
Greg Monroe,Georgetown University,DC,95
Greg Monroe,Georgetown University,DC,94
Greg Monroe,Georgetown University,DC,94
Greg Monroe,Georgetown University,DC,93
Greg Monroe,Georgetown University,DC,90
Roy Hibbert,Georgetown University,DC,89
Otto Porter,Georgetown University,DC,86
Greg Monroe,Georgetown University,DC,85
Greg Monroe,Georgetown University,DC,85
Roy Hibbert,Georgetown University,DC,81
Otto Porter,Georgetown University,DC,81
Reggie Williams,Georgetown University,DC,77
Henry Sims,Georgetown University,DC,75
Roy Hibbert,Georgetown University,DC,74
Roy Hibbert,Georgetown University,DC,70
Reggie Williams,Georgetown University,DC,66
Henry Sims,Georgetown University,DC,63
Otto Porter,Georgetown University,DC,63
Henry Sims,Georgetown University,DC,58
Roy Hibbert,Georgetown University,DC,55
Roy Hibbert,Georgetown University,DC,55
Reggie Williams,Georgetown University,DC,52
Reggie Williams,Georgetown University,DC,45
Reggie Williams,Georgetown University,DC,40
Otto Porter,Georgetown University,DC,39
Roy Hibbert,Georgetown University,DC,35
Hollis Thompson,Georgetown University,DC,33
Reggie Williams,Georgetown University,DC,29
Hollis Thompson,Georgetown University,DC,22
Hollis Thompson,Georgetown University,DC,21
