,Player,salary,college,state,wins_above_replacement
33937,William Herbert,,Juniata College,PA,
33938,William Herbert,,University of Texas at Austin,TX,
33939,William Herbert,,University of North Carolina at Chapel Hill,NC,
33940,William Herbert,,Juniata College,PA,
33941,William Herbert,,University of Texas at Austin,TX,
33942,William Herbert,,University of North Carolina at Chapel Hill,NC,
33943,William Herbert,,Juniata College,PA,
33944,William Herbert,,University of Texas at Austin,TX,
33945,William Herbert,,University of North Carolina at Chapel Hill,NC,
33946,William Herbert,,Juniata College,PA,
33947,Nicholas Allen,,St. Petersburg College,FL,
33948,Roy Hardee,,University of Tennessee,TN,
33949,Dan Patrick,,Michigan State University,MI,
33950,Justin Daniel,,San Diego State University,CA,
33951,Paul Nicholas,,,,
33952,Walter Thomas,,University of Pennsylvania,PA,
33953,Walter Thomas,,University of Pennsylvania,PA,
33954,Darin Paul,,University of Southern Indiana,IN,
33955,Darin Paul,,Winthrop University,SC,
33956,Frank Jesus,,,,
33957,Henry Antonio,,,,
33958,Marcos Aurelio,,,,
33959,Ruben Amaury,,,,
33960,Robert T.,,,,
33961,Edwin Lee,,Bethany College,WV,
33962,Edwin Lee,,Bethany College,WV,
33963,Edwin Lee,,Bethany College,WV,
33964,Gregory Inman,,California State University Fullerton,CA,
33965,Gregory Inman,,Santa Ana College,CA,
33966,Nelson Elmer,,,,
33967,Terry Alan,,University of Louisiana at Monroe,LA,
33968,Timothy Jay,,"St. Louis Community College, Meramec Campus",MO,
33969,Timothy Jay,,University of Nevada-Las Vegas,NV,
33970,Carl Lynwood,,,,
33971,Jeffrey Stephen,,,,
33972,James Michael Ignatius,,,,
33973,Ronald Vance,,University of Missouri Columbia,MO,
33974,Jonathan Trumpbour,,,,
33975,Phillip Louis,,,,
33976,Francisco Aguirre,,,,
33977,Julius,,South Suburban College,IL,
33978,Julius,,South Suburban College,IL,
33979,Luis David,,,,
33980,Luis David,,,,
33981,Osiris G.,,,,
33982,Pascual,,,,
33983,Daisuke,,,,
33984,Alonzo Albert,,,,
33985,Clifford Virgil,,,,
33986,Henry Edson,,,,
33987,Troy Walter,,"Miami-Dade College, Wolfson Campus",FL,
33988,Dale Wesley,,,,
33989,Ryan Arthur,,,,
33990,William Calvin,,,,
33991,Wid Curry,,,,
33992,Donald Arthur,,,,
33993,Donald Arthur,,,,
33994,Laurence Earl,,,,
33995,Cloy Mitchell,,Virginia Polytechnic Institute and State University,VA,
33996,James Powell,,Washington and Lee University,VA,
33997,Richard Carlton,,Sam Houston State University,TX,
33998,Brian Robert,,University of San Diego,CA,
33999,Brian Robert,,Northern Illinois University,IL,
34000,Brian Robert,,Clemson University,SC,
34001,Brian Robert,,University of San Diego,CA,
34002,Brian Robert,,Northern Illinois University,IL,
34003,Brian Robert,,Clemson University,SC,
34004,Brian Robert,,University of San Diego,CA,
34005,Brian Robert,,Northern Illinois University,IL,
34006,Brian Robert,,Clemson University,SC,
34007,Leonard James,,University of Toledo,OH,
34008,Harry George,,,,
34009,Harry George,,,,
34010,Tyler Alexander,"$1,000,000 ",,,
34011,Steven Jakob,,,,
34012,Alfred Maris,,,,
34013,Marshall Reese,,,,
34014,Harry Carr,,,,
34015,Brandon Eugene,,,,
34016,Carmen Louis,,,,
34017,Larry Hans,,,,
34018,Charles Dallan,,Washington University in St. Louis,MO,
34019,Bruce Tyrone,,,,
34020,Jason Ramond,,Middle Tennessee State University,TN,
34021,Justin Adam,,University of Maryland,MD,
34022,Yunesky,,,,
34023,John Claiborn,,Stanford University,CA,
34024,John Claiborn,,Stanford University,CA,
34025,Cameron Keith,,,,
34026,David LaFrance,,,,
34027,Darrell Kevin,,Sacramento City College,CA,
34028,Derrick Brant,,,,
34029,Jacob Erskine,,Georgia Institute of Technology,GA,
34030,Samuel Frankel,,,,
34031,Walter A.,,,,
34032,Adair Bushyhead,,,,
34033,Frank Spruiell,,,,
34034,Jacob Alexander,,,,
34035,Jerry Lee,,The Master's College,CA,
34036,Jerry Lee,,Washburn University,KS,
34037,Jerry Lee,,The Master's College,CA,
34038,Jerry Lee,,Washburn University,KS,
34039,Jerry Lee,,The Master's College,CA,
34040,Jerry Lee,,Washburn University,KS,
34041,Lee Andrew,,,,
34042,Lucas James,,,,
34043,Milton Scott,,,,
34044,Leroy Evans,,Dartmouth College,NH,
34045,Brent Danem,,California State University Fullerton,CA,
34046,Brent Danem,,Orange Coast College,CA,
34047,Merrill Glend,,Indiana University-Bloomington,IN,
34048,Scott Francis,,University of Wisconsin at Stevens Point,WI,
34049,Carl William,,Louisburg College,NC,
34050,Carl William,,University of Illinois at Urbana-Champaign,IL,
34051,Carl William,,Louisburg College,NC,
34052,Carl William,,University of Illinois at Urbana-Champaign,IL,
34053,Carl William,,Louisburg College,NC,
34054,Carl William,,University of Illinois at Urbana-Champaign,IL,
34055,Matthew Samuel,,,,
34056,Joseph Emerson,,"State College of Florida, Manatee-Sarasota",FL,
34057,Willie Howard,,,,
34058,Trevor J.,,,,
34059,Timothy Gerard,,,,
34060,Nomar Shamir,,,,
34061,William Stanley,,,,
34062,Melvin Leonard,,,,
34063,Lee Louis,,,,
34064,Cory Mitchell,,,,
34065,George Decalve,,,,
34066,William Fort,,University of Michigan,MI,
34067,William Lusk,,University of Tennessee,TN,
34068,Lewis William,,,,
34069,Zachary Taylor,,,,
34070,Zachary Taylor,,,,
34071,James Clement,,University of Iowa,IA,
34072,Oland Alexander,,,,
34073,Eugene Leo,,,,
34074,George Robert,,Providence College,RI,
34075,George Robert,,Providence College,RI,
34076,George Robert,,Providence College,RI,
34077,Alvin O'Neal,,,,
34078,Pryor Edward,,,,
34079,Marcus Andre,,University of South Carolina,SC,
34080,Algernon Griggs,,,,
34081,Arnold Ray,,Westminster College,MO,
34082,John Dickson,,,,
34083,George Florian,,Sacred Heart College,WI,
34084,Kenneth Faye,,,,
34085,Joseph Macay,,,,
34086,Matthew Hagerty,,Lehigh University,PA,
34087,Ralph Herbert,,,,
34088,Timothy J.,,,,
34089,Harry Charles,,,,
34090,Charles P.,,,,
34091,Charles P.,,,,
34092,Charles P.,,,,
34093,Robert Leonard,,,,
34094,Larry Stephen,,,,
34095,Larry Randall,,Grand Canyon University,AZ,
34096,Emmet,,,,
34097,Scott Cook,,,,
34098,Alexander George,,St. Viator College,IL,
34099,Archibald Joseph,,,,
34100,Brandon Patrick,,Lamar Community College,CO,
34101,Francis,,,,
34102,Gregory O'Neil,,,,
34103,Jerome Francis,,University of Pennsylvania,PA,
34104,Joseph Nicodemus,,,,
34105,Joseph Vincent,,Niagara University,NY,
34106,Joseph Vincent,,Niagara University,NY,
34107,Kevin Edward,,,,
34108,Roger Morton,,,,
34109,Thomas Francis Michael,,,,
34110,Kirk Edward,,University of Vermont,VT,
34111,Steven Earl,,,,
34112,Allen A.,,,,
34113,James Adelbert,,Union College,NY,
34114,Patrick F.,,,,
34115,Harry Vincent,,,,
34116,Joseph Fred,,University of Tennessee,TN,
34117,Robert Hugh,,,,
34118,Hervey McDowell,,,,
34119,Jefferson Lamar,,University of Georgia,GA,
34120,Kyle William,,,,
34121,Lloyd Glenn,,Valparaiso University,IN,
34122,Michael Melton,,,,
34123,Paul William,,College of San Mateo,CA,
34124,Paul William,,Jacksonville University,FL,
34125,Paul William,,Morningside College,IA,
34126,Paul William,,College of San Mateo,CA,
34127,Paul William,,Jacksonville University,FL,
34128,Paul William,,Morningside College,IA,
34129,Paul William,,College of San Mateo,CA,
34130,Paul William,,Jacksonville University,FL,
34131,Paul William,,Morningside College,IA,
34132,Zachary Daniel,,Indiana University-Bloomington,IN,
34133,James Ellwood,,St. Bonaventure University,NY,
34134,Robert Craig,,College of San Mateo,CA,
34135,Harold Murray,,,,
34136,Lawrence Ledwith,,Amherst College,MA,
34137,Lawrence Ledwith,,West Virginia University,WV,
34138,Alexander Boyd,,,,
34139,Ambrose Moses,,Beloit College,WI,
34140,George Neely,,,,
34141,Ralph Jennison,,,,
34142,Samuel Faulkner,,,,
34143,Donald Ross,,,,
34144,James Ambrose,,,,
34145,Myron Winthrop,,,,
34146,Harry Elwood,,Bucknell University,PA,
34147,William Barney,,,,
34148,William Barney,,,,
34149,Willie Lee,,,,
34150,Arthur Gray,,,,
34151,Benjamin Jenison,,,,
34152,Michael Howard,,University of San Diego,CA,
34153,Michael Howard,,University of South Alabama,AL,
34154,Michael Howard,,University of San Diego,CA,
34155,Michael Howard,,University of South Alabama,AL,
34156,Michael Howard,,University of San Diego,CA,
34157,Michael Howard,,University of South Alabama,AL,
34158,Lester William,,,,
34159,Quinton Antoine,,Duke University,NC,
34160,Rodney Duncan,,Santa Monica College,CA,
34161,Rodney Duncan,,West Los Angeles College,CA,
34162,Tommy Lee,,Santa Monica College,CA,
34163,Adam Glenn,,,,
34164,Esley Porterfield,,,,
34165,Francis William,,,,
34166,Thomas Livingston,,Georgetown University,DC,
34167,Robert Glenn,,University of Southern Mississippi,MS,
34168,Robert Glenn,,University of Southern Mississippi,MS,
34169,Lance Graye,,,,
34170,Lance Graye,,,,
34171,Paul Willard,,,,
34172,Pinson Lamar,,,,
34173,Harry Henry,,University of Illinois at Urbana-Champaign,IL,
34174,Harry Henry,,University of Illinois at Urbana-Champaign,IL,
34175,Jeffrey Dee,,"San Jacinto College, North Campus",TX,
34176,Andrew Stefan,,,,
34177,Lyndall Dale,,,,
34178,Terrence Keith,,,,
34179,Max Von,,,,
34180,Ray Darnell,,Arizona Western College,AZ,
34181,Maurice Joseph,,Seton Hall University,NJ,
34182,Maurice Joseph,,Seton Hall University,NJ,
34183,Frank Aloyious,,,,
34184,Thomas Nathaniel,,,,
34185,Terrance Michael,,,,
34186,Daniel Eugene,,,,
34187,Allen Gabriel,,Arkansas Tech University,AR,
34188,Larry Benard,,Louisiana State University,LA,
34189,Darnell Tyrone,,,,
34190,Donzell,,Yavapai College,AZ,
34191,Donzell,,Trinidad State Junior College,CO,
34192,Edward Sebastian,,University of Notre Dame,IN,
34193,Edward Cyril,,,,
34194,Jason Adam,,Sacramento City College,CA,0.0
34195,Jason Adam,,University of Houston,TX,0.0
34196,James Zell,,Golden West College,CA,
34197,Malcolm,,,,
34198,Jimmie LeRoy,,,,
34199,Malcolm Joseph,,,,
34200,William Keith,,Cypress College,CA,
34201,William Keith,,Pepperdine University,CA,
34202,William Keith,,University of Utah,UT,
34203,Gilbert James,,,,
34204,Marshall James,,Florida State University,FL,
34205,Marshall James,,Santa Fe Community College,FL,
34206,John Auchanbolt,,,,
34207,Jack Burns,,Stanford University,CA,
34208,Oddibe,,Arizona State University,AZ,
34209,Oddibe,,"Miami-Dade College, North Campus",FL,
34210,Roger Alan,,Bowling Green State University,OH,
34211,Charles Dwayne,,,,
34212,James D.,,,,
34213,Pryor Mynatt,,Carson-Newman College,TN,
34214,Louis Anthony,,St. Mary's College,KS,
34215,Louis Anthony,,St. Mary's College,KS,
34216,Bernard Joseph,,Villanova University,PA,
34217,Guy G.,,,,
34218,Alexander Shepard,,,,
34219,Anderson Daniel,,Hampden-Sydney College,VA,
34220,Anderson Daniel,,Washington and Lee University,VA,
34221,Hermas Walter,,,,
34222,Howard Alexander,,,,
34223,Lamont Amos,,,,
34224,Orlando de Jesus,,,,
34225,Fred Melvin,,University of Arkansas,AR,
34226,Ambrose J.,,,,
34227,Dennis Lawrence,,,,
34228,Cornelius Bernard,,College of the Holy Cross,MA,
34229,Daniel DeSales,,,,
34230,Daniel Aloysius,,,,
34231,Francis D.,,The Ohio State University,OH,
34232,Willie Dean,,Diablo Valley College,CA,
34233,George Kevin,,Louisiana Tech University,LA,
34234,William Mac,,,,
34235,Warren Edward,,,,
34236,Warren Edward,,,,
34237,William Jacob,,Friends University,KS,
34238,William Jacob,,Northwestern Oklahoma State University,OK,
34239,William Jacob,,Friends University,KS,
34240,William Jacob,,Northwestern Oklahoma State University,OK,
34241,Randall Kent,,Louisiana Tech University,LA,
34242,William Vaness,,University of Notre Dame,IN,
34243,Russell Brent,,University of Oklahoma,OK,
34244,Timothy Stanislaus,,,,
34245,Lynn Everett,,,,
34246,Ezra Malachi,,University of Tennessee,TN,
34247,Ulysses Simpson Grant,,,,
34248,Ulysses Simpson Grant,,,,
34249,Kyle Keston,,,,
34250,Tullis Earl,,,,
34251,Thomas Virgil,,Washington State University,WA,
34252,Thomas Virgil,,Washington State University,WA,
34253,Thomas Virgil,,Washington State University,WA,
34254,Frank Edwin,,,,
34255,Scott Houston,,,,
34256,Walter Howard,,,,
34257,Terence Roy,,,,
34258,Joseph W.,,,,
34259,William Deck,,,,
34260,James A.,,,,
34261,Mickey C.,,,,
34262,Reese Jackson,,,,
34263,Ryan Byron,,"University of California, Los Angeles",CA,
34264,Robert Emmet,,,,
34265,Austin Bush,,,,
34266,Vance Loren,,Butte College,CA,
34267,Vance Loren,,University of Nevada-Las Vegas,NV,
34268,Collin Alexander,,,,
34269,Vance Elmer,,University of Iowa,IA,
34270,Henry Cooke,,Pennsylvania State University,PA,
34271,Stover William,,Rollins College,FL,
34272,John Phalen,,,,
34273,Frank W.,,Western Michigan University,MI,
34274,Frank W.,,Western Michigan University,MI,
34275,Frank W.,,Western Michigan University,MI,
34276,Frank W.,,Western Michigan University,MI,
34277,John Reid,,,,
34278,Timothy Allen,,University of Minnesota,MN,
34279,Edward Otto,,,,
34280,James McCutchen,,University of South Carolina,SC,
34281,Archie Richard,,,,
34282,Harold Leroy,,,,
34283,Cody Dean,,Arizona State University,AZ,
34284,Reeve Stewart,,,,
34285,Edwin John,,,,
34286,William Boyd,,,,
34287,Raymond Ellis,,,,
34288,Roger Hornsby,,,,
34289,Emmett James,,Duke University,NC,
34290,John Wellington,,,,
34291,Russell Errett,,,,
34292,Frank Gordon,,,,
34293,Joel Jacob,,"Miami-Dade College, North Campus",FL,
34294,Lawrence G.,,,,
34295,Alexander J.,,,,
34296,William Landis,,,,
34297,Harmar Denny,,,,
34298,Jefferson Alan,,University of Arkansas-Fort Smith,AR,
34299,Tony Mark,,,,
34300,Edward Cameron,,Fordham University,NY,
34301,John Lowell,,,,
34302,Howard Zell,,,,
34303,Michael Duane,,Lipscomb University,TN,
34304,Byron Scott,,,,
34305,Francis Edward,,Boston College,MA,
34306,Francis Edward,,Boston College,MA,
34307,Joey Richard,,,,
34308,Justin Theodore,,,,
34309,James Anson,,Colgate University,NY,
34310,Patrick Elmer,,St. Edward's University,TX,
34311,Ralph Edgar,,,,
34312,Warren A.,,,,
34313,Albert Eldon,,,,
34314,John Bannerman,,,,
34315,Marty Lee,,Mount Vernon Nazarene University,OH,
34316,Wayne Gaffney,,,,
34317,Mark Tremell,,,,
34318,Soule James,,,,
34319,Ralph Alton,,,,
34320,Calvin Coolidge Julius Caesar Tuskahoma,,,,
34321,Nathan Richard,,,,
34322,Jack Wally,,,,
34323,John Weaver,,Clemson University,SC,
34324,Francis E.,,,,
34325,Joab Logan,,,,
34326,Patrick A.,,,,
34327,Gregory Winston,,University of Tennessee,TN,
34328,Norman Alexis,,Clemson University,SC,
34329,Roy David,,,,
34330,Thomas Law,,Georgia Institute of Technology,GA,
34331,Thomas Erwin,,Jacksonville University,FL,
34332,Fred Drury,,,,
34333,Hugh Raphael,,,,
34334,Joe Craig,,McLennan Community College,TX,
34335,Carl Mack,,,,
34336,Edgar J.,,,,
34337,Donald Eric,,,,
34338,Robert Maxey,,"University of California, Berkeley",CA,
34339,Timothy Augustine,,Fordham University,NY,
34340,Gordon Joseph,,,,
34341,John Harley,,,,
34342,Jeffrey Lavern,,Spartanburg Methodist College,SC,
34343,Jeff,,,,
34344,Norman Francis,,,,
34345,Edwin Briggs,,,,
34346,Dallas Lyle,,The Citadel,SC,
34347,Kyle Landon,,,,
34348,Herbert George,,,,
34349,George Watt,,,,
34350,George Hartley,,,,
34351,Glenn Richard,,McDaniel College,MD,
34352,Glenn Richard,,McDaniel College,MD,
34353,Alvin Hugh,,,,
34354,Brian Wesley,,University of Oklahoma,OK,
34355,Brian Wesley,,University of Oklahoma,OK,
34356,Harold Abraham,,Florida Agricultural and Mechanical University,FL,
34357,Norman,,,,
34358,Walter Kevin,,University of Arkansas,AR,
34359,Peter Robert,,,,
34360,Peter Robert,,,,
34361,Paul Alphonsus,,,,
34362,Calvin Alexander,,,,
34363,Douglas Lawrence,,,,
34364,Larry Dean,,Paris Junior College,TX,
34365,Russell Loren,,Indian River Community College,FL,
34366,Austin Wade,,,,
34367,George Clinton,,,,
34368,Christopher Peter,,,,
34369,Gilbert Allen,,,,
34370,James Jason,,Eckerd College,FL,
34371,Brandon Edward,,Mississippi State University,MS,
34372,Ray Antone,,,,
34373,Luis Main,,Arizona State University,AZ,
34374,Luis Main,,Cerritos College,CA,
34375,Rafael Eduardo,,,,
34376,Yoervis Jose,,,,
34377,Kristopher Allen,,,,
34378,Irving John,,,,
34379,Scott Howard,,,,
34380,Evan David,,Bellevue Community College,WA,
34381,Evan David,,"California Polytechnic State University, San Luis Obispo",CA,
34382,Evan David,,Bellevue Community College,WA,
34383,Evan David,,"California Polytechnic State University, San Luis Obispo",CA,
34384,George Jouett,,,,
34385,Samuel Mack,,,,
34386,Russell Harlan,,,,
34387,David Keith,,Fresno City College,CA,
34388,David Keith,,Stanford University,CA,
34389,David Keith,,Clemson University,SC,
34390,David Keith,,Fresno City College,CA,
34391,David Keith,,Stanford University,CA,
34392,David Keith,,Clemson University,SC,
34393,David Keith,,Fresno City College,CA,
34394,David Keith,,Stanford University,CA,
34395,David Keith,,Clemson University,SC,
34396,Arthur Ernst,,Princeton University,NJ,
34397,Karl Daniel,,,,
34398,Merton Merrill,,,,
34399,Adalberto,,,,
34400,Adalberto,,,,
34401,Adalberto,,,,
34402,Adalberto,,,,
34403,Alejandro DeJesus,,,,
34404,Jenrry Manuel,,,,
34405,Roman,,,,
34406,Roberto Antonio,,,,
34407,Roberto Antonio,,,,
34408,Samuel Elias,,,,
34409,Mark D.,,University of Arizona,AZ,
34410,Albert Ernest,,,,
34411,Sabath Anthony,,New York University,NY,
34412,Sabath Anthony,,Yale University,CT,
34413,Oscar Donald,,,,
34414,Keury,,,,
34415,William Harpin,,Brown University,RI,
34416,William Harpin,,University of Virginia,VA,
34417,Jonathan Michael,,University of Arizona,AZ,
34418,Paul B.,,,,
34419,Juan Esteban,,,,
34420,Stephen Blasius,,,,
34421,Clifford George,,,,
34422,David Olin,,Stanford University,CA,
34423,Reuben Franklin,,,,
34424,Mitchell Wade,,,,
34425,Timothy Macgill,,,,
34426,Kevin Ford,,University of Delaware,DE,
34427,Donaldo Alfonso,,,,
34428,Jose de la Caridad,,,,
34429,Roman Junior,,,,
34430,Yohander Manuel,,,,
34431,Carlos Ramon,,,,
34432,Luis Alonso,,,,
34433,Cristobal Rigoberto,,,,
34434,Ramiro,,,,
34435,Antonio Gustavo,,,,
34436,Paul Gerard,,Western Carolina University,NC,
34437,Denis John,,,,
34438,Emile Michael,,,,
34439,Rudolph Bartholomew,,,,
34440,Hector Luis,,,,
34441,Hector Luis,,,,
34442,Henry Felipe,,,,
34443,Harry Vernon,,,,
34444,John Locke,,Louisiana State University,LA,
34445,Jordy Joe,,Oklahoma State University,OK,
34446,Luis Roberto,,,,
34447,Mark Kenneth,,Hill College,TX,
34448,George Barclay,,,,
34449,James Anderson,,Auburn University,AL,
34450,Kent Franklin,,,,
34451,Kent Franklin,,,,
34452,Olise Cla,,Virginia Commonwealth University,VA,
34453,Arthur Francis,,Brown University,RI,
34454,Arthur Francis,,Brown University,RI,
34455,Ronald Knox,,Oral Roberts University,OK,
34456,Carl Frederick Rudolf,,,,
34457,Brett Alan,,Mesa Community College,AZ,
34458,Brett Alan,,Grand Canyon University,AZ,
34459,Edward Mason,,,,
34460,Herman G.,,,,
34461,Lloyd Archer,,Stanford University,CA,
34462,Lloyd Wesley,,,,
34463,Ryan Adam,,"University of California, Santa Barbara",CA,
34464,Ryan Adam,,"University of California, Santa Barbara",CA,
34465,Carl Harrison,,University of Maine at Orono,ME,
34466,Whitley David,,,,
34467,John Warren,,,,
34468,Samuel Blair,,,,
34469,James Verlin,,,,
34470,Leonard Richard,,Villanova University,PA,
34471,Matthew Bates,,University of North Carolina at Chapel Hill,NC,
34472,Jose Ramon Nova,,,,
34473,Melquisedec,,,,
34474,Stephen Mathias,,,,
34475,Devin Douglas,,,,
34476,Randall Jerome,,,,
34477,Alfred Tristram,,,,
34478,Travis Anthony,,University of Kansas,KS,
34479,Arthur Beauregard,,College of William and Mary,VA,
34480,Roger Henry,,St. Edward's University,TX,
34481,William Andrew,,,,
34482,William Andrew,,,,
34483,William Andrew,,,,
34484,Leonard Ray,,,,
34485,Hensley Filemon Acasio,,,,
34486,Emil Frederick,,,,
34487,Alex John,,,,
34488,Bernhard,,,,
34489,Benjamin K.,,,,
34490,William Adam,,,,
34491,John Tortes,,,,
34492,Chad William,,Creighton University,NE,
34493,Daniel Livingston,,James Madison University,VA,
34494,Lambert Daniel,,Texas Christian University,TX,
34495,Henry L.,,,,
34496,Tanner Joe,,University of Hawaii at Manoa,HI,
34497,Levi Samuel,,,,
34498,Lee,,,,
34499,Lewis Henry,,,,
34500,Russell Charles,,The Ohio State University,OH,
34501,Russell Charles,,The Ohio State University,OH,
34502,Russell Charles,,The Ohio State University,OH,
34503,John Barton,,University of San Diego,CA,
34504,Casimir Eugene,,,,
34505,Christian Matthew,,University of Notre Dame,IN,
34506,Eugene Richard,,Kent State University,OH,
34507,Eugene Richard,,Kent State University,OH,
34508,Jason Drew,,Northwest Florida State College,FL,
34509,Jason Drew,,University of Miami,FL,
34510,Glenn Roger,,,,
34511,Kameron Kraig,,College of Eastern Utah,UT,
34512,Kameron Kraig,,Utah Valley State University,UT,
34513,Jason Douglas,,Stanford University,CA,
34514,Jason Douglas,,Stanford University,CA,
34515,Jason Douglas,,Stanford University,CA,
34516,Keynan Anthony,,,,
34517,Ezra Millington,,University of Charleston,WV,
34518,Gary Roger,,"Minnesota State University, Mankato",MN,
34519,Douglas Andrew,,Florida State University,FL,
34520,Matthew Todd,,Western Michigan University,MI,
34521,Miles Tice,,Nova Southeastern University,FL,
34522,Jesse Clyde,,,,
34523,Horace Robert,,Milligan College,TN,
34524,Horace Robert,,Milligan College,TN,
34525,Aaron Wade,,,,
34526,Aaron Wade,,,,
34527,Carl Thomas,,University of Missouri Columbia,MO,
34528,Wilson Daniel,,,,
34529,James Charlie,,Delta State University,MS,
34530,James Charlie,,Northwest Mississippi Community College,MS,
34531,Michael Wilfred,,Louisiana State University,LA,
34532,Sam Salvatore,,,,
34533,Felix Bernardo,,,,
34534,Frank E.,,,,
34535,Frank E.,,,,
34536,Andrew Mark,,University of North Carolina at Chapel Hill,NC,
34537,Andrew Mark,,Louisiana State University,LA,
34538,Andrew Mark,,Tulane University,LA,
34539,Andrew Mark,,University of North Carolina at Chapel Hill,NC,
34540,Andrew Mark,,Louisiana State University,LA,
34541,Andrew Mark,,Tulane University,LA,
34542,Herbert Alexander,,,,
34543,Edmund John,,,,
34544,Robert W.,,,,
34545,Robert Gerald,,,,
34546,Robert Lane,,,,
34547,Bradley Austin,,Clemson University,SC,
34548,Charles Hess,,,,
34549,Corky Abraham Philip,,San Bernardino Valley College,CA,
34550,Corky Abraham Philip,,University of Nevada-Reno,NV,
34551,Joseph H.,,,,
34552,Joseph H.,,,,
34553,Darrell Keith,,"California Polytechnic State University, Pomona",CA,
34554,Damian Donald,,Viterbo University,WI,
34555,John Barney,,,,
34556,John Barney,,,,
34557,Roy Oscar,,,,
34558,Charles Bradley,,,,
34559,Dakin Evans,,,,
34560,Dyar K.,,Utah State University,UT,
34561,L. Edward,,,,
34562,Edwin Collins,,,,
34563,Frederick Holman,,,,
34564,Frank Lee,,Lewis-Clark State College,ID,
34565,Frank Lee,,Tulane University,LA,
34566,Frank Lee,,Lewis-Clark State College,ID,
34567,Frank Lee,,Tulane University,LA,
34568,Frank Lee,,Lewis-Clark State College,ID,
34569,Frank Lee,,Tulane University,LA,
34570,Laurence H.,,,,
34571,James Eldridge,,,,
34572,Hugh Stanley,,,,
34573,Jacob George,,,,
34574,Randall Jai,,,,
34575,James McCurdy,,,,
34576,Joseph Wick,,,,
34577,John Ernest,,,,
34578,Justin Mark,,Los Angeles Harbor College,CA,
34579,Justin Ryan,,,,
34580,Justin Ryan,,,,
34581,Neal Keith,,Lubbock Christian University,TX,
34582,Neal Keith,,Oklahoma City University,OK,
34583,Neal Keith,,Seminole State College,OK,
34584,Frank Aloyvisous,,,,
34585,Kurt Everett,,,,
34586,Larry Don,,University of Kansas,KS,
34587,Lastings Darnell,,,,
34588,Lemmie Earl,,Arizona State University,AZ,
34589,Lemmie Earl,,Santa Barbara City College,CA,
34590,Matthew Lincoln,,Texas Tech University,TX,
34591,Matt Jacob,,Delta State University,MS,
34592,Matt Jacob,,Mississippi Delta Community College,MS,
34593,Matt Jacob,,University of Louisiana at Monroe,LA,
34594,Norman Calvin,,,,
34595,Lowell Otto,,,,
34596,Otis Louis,,,,
34597,Ralph Darwin,,,,
34598,Raymond Peter,,,,
34599,Ralph Henry,,,,
34600,Raymond Roger,,,,
34601,Leo Alphonso,,,,
34602,Roscoe Clyde,,,,
34603,Roland Arthur,,Upper Iowa University,IA,
34604,Rodney Carter,,,,
34605,Roger Wesley,,,,
34606,Russell Lewis,,The Ohio State University,OH,
34607,Rudel Charles,,Western Michigan University,MI,
34608,Shelby Charles,,,,
34609,Stuart Leonard,,,,
34610,Thomas Royall,,University of Richmond,VA,
34611,Travis Eugene,,Kent State University,OH,
34612,Trever Douglas,,,,
34613,Warren Lemuel,,,,
34614,Ward Taylor,,,,
34615,Walter W.,,,,
34616,Walter W.,,,,
34617,Wade Thomas,,Alvernia College,PA,
34618,Kenneth Albert,,Duke University,NC,
34619,Kenneth Albert,,Duke University,NC,
34620,Robert Fogle,,,,
34621,Randy Andre,,San Diego Mesa College,CA,
34622,Ralph Gregory,,,,
34623,Walter Louis,,,,
34624,Alan Bernard,,Polk Community College,FL,
34625,Alan Bernard,,Tuskegee University,AL,
34626,Alec Thomas,,,,
34627,Arthur Grant,,,,
34628,Bradley Aaron,,University of Arizona,AZ,
34629,Colonel Buster,,University of Oklahoma,OK,
34630,Everett,,,,
34631,Frank LeMoyne,,,,
34632,Abbott Paige,,Williams College,MA,
34633,Howard Robinson,,,,
34634,Rupert Frank,,University of Notre Dame,IN,
34635,William Grant,,,,
34636,Kevin Austin,,,,
34637,Brian Tate,,,,
34638,Eddie James,,Central State University,OH,
34639,Eddie James,,Muskingum College,OH,
34640,Hoby Trey,,,,
34641,Tomaso Anthony,,University of Southern California,CA,
34642,Eric Robert,,University of Maryland,MD,
34643,Edmund Joseph,,Georgetown University,DC,
34644,Edmund Joseph,,Manhattan College,NY,
34645,Edmund Joseph,,Georgetown University,DC,
34646,Edmund Joseph,,Manhattan College,NY,
34647,Rudolph Anthony,,,,
34648,Juan Gustavo,,,,
34649,Nathan Derek,,,,
34650,Raymond Theodore,,,,
34651,Zachary Charles,,Bradley University,IL,
34652,Zachary Charles,,Bradley University,IL,
34653,Craig Stephen,,San Joaquin Delta College,CA,
34654,Stephen Bernard,,Pittsburg State University,KS,
34655,Paul Edison,,,,
34656,Donald Athey,,,,
34657,Blas,,Arizona State University,AZ,
34658,Blas,,Merced College,CA,
34659,Blas,,Arizona State University,AZ,
34660,Blas,,Merced College,CA,
34661,Damon Reed,,University of Oklahoma,OK,
34662,Ryan Dale,,University of Oklahoma,OK,
34663,Saturnino Orestes Armas,,,,
34664,Alex Jordan,,,,
34665,Gregory Brian,,San Diego Mesa College,CA,
34666,Gino Michael,,,,
34667,Douglas Anthony,,Wichita State University,KS,
34668,Paul Thomas,,Montclair State University,NJ,
34669,Paul Thomas,,Montclair State University,NJ,
34670,Juan Miguel,,Tallahassee Community College,FL,
