,Player,salary,college,state,wins_above_replacement
9209,Michael Joseph,,Georgia Institute of Technology,GA,
9210,Michael Joseph,,University of North Carolina at Chapel Hill,NC,
9211,Michael Joseph,,Missouri State University,MO,
9212,Michael Joseph,,Brown University,RI,
9213,Michael Joseph,,College of the Holy Cross,MA,
9214,Michael Joseph,,"Miami-Dade College, North Campus",FL,
9215,Michael Joseph,,University of Miami,FL,
9216,Michael Joseph,,Santa Fe Community College,FL,
9217,Michael Joseph,,Ball State University,IN,
9218,Michael Joseph,,Texas A&M University,TX,
9219,Michael Joseph,,Columbia University,NY,
9220,Michael Joseph,,Vanderbilt University,TN,
9221,Michael Joseph,,Valencia Community College,FL,
9222,Michael Joseph,,Loyola College in Maryland,MD,
9223,Michael Joseph,,Wake Forest University,NC,
9224,Michael Joseph,,Georgetown University,DC,
9225,Michael Joseph,,Rock Hill College,MD,
9226,Michael Joseph,,Bucknell University,PA,
9227,Michael Joseph,,Villanova University,PA,
9228,Michael Joseph,,The Ohio State University,OH,
9229,Michael Joseph,,Creighton University,NE,
9230,Michael Joseph,,Georgia Institute of Technology,GA,
9231,Michael Joseph,,University of North Carolina at Chapel Hill,NC,
9232,Michael Joseph,,Missouri State University,MO,
9233,Michael Joseph,,Brown University,RI,
9234,Michael Joseph,,College of the Holy Cross,MA,
9235,Michael Joseph,,"Miami-Dade College, North Campus",FL,
9236,Michael Joseph,,University of Miami,FL,
9237,Michael Joseph,,Santa Fe Community College,FL,
9238,Michael Joseph,,Ball State University,IN,
9239,Michael Joseph,,Texas A&M University,TX,
9240,Michael Joseph,,Columbia University,NY,
9241,Michael Joseph,,Vanderbilt University,TN,
9242,Michael Joseph,,Valencia Community College,FL,
9243,Michael Joseph,,Loyola College in Maryland,MD,
9244,Michael Joseph,,Wake Forest University,NC,
9245,Michael Joseph,,Georgetown University,DC,
9246,Michael Joseph,,Rock Hill College,MD,
9247,Michael Joseph,,Bucknell University,PA,
9248,Michael Joseph,,Villanova University,PA,
9249,Michael Joseph,,The Ohio State University,OH,
9250,Michael Joseph,,Creighton University,NE,
9251,Michael Joseph,,Georgia Institute of Technology,GA,
9252,Michael Joseph,,University of North Carolina at Chapel Hill,NC,
9253,Michael Joseph,,Missouri State University,MO,
9254,Michael Joseph,,Brown University,RI,
9255,Michael Joseph,,College of the Holy Cross,MA,
9256,Michael Joseph,,"Miami-Dade College, North Campus",FL,
9257,Michael Joseph,,University of Miami,FL,
9258,Michael Joseph,,Santa Fe Community College,FL,
9259,Michael Joseph,,Ball State University,IN,
9260,Michael Joseph,,Texas A&M University,TX,
9261,Michael Joseph,,Columbia University,NY,
9262,Michael Joseph,,Vanderbilt University,TN,
9263,Michael Joseph,,Valencia Community College,FL,
9264,Michael Joseph,,Loyola College in Maryland,MD,
9265,Michael Joseph,,Wake Forest University,NC,
9266,Michael Joseph,,Georgetown University,DC,
9267,Michael Joseph,,Rock Hill College,MD,
9268,Michael Joseph,,Bucknell University,PA,
9269,Michael Joseph,,Villanova University,PA,
9270,Michael Joseph,,The Ohio State University,OH,
9271,Michael Joseph,,Creighton University,NE,
9272,Michael Joseph,,Georgia Institute of Technology,GA,
9273,Michael Joseph,,University of North Carolina at Chapel Hill,NC,
9274,Michael Joseph,,Missouri State University,MO,
9275,Michael Joseph,,Brown University,RI,
9276,Michael Joseph,,College of the Holy Cross,MA,
9277,Michael Joseph,,"Miami-Dade College, North Campus",FL,
9278,Michael Joseph,,University of Miami,FL,
9279,Michael Joseph,,Santa Fe Community College,FL,
9280,Michael Joseph,,Ball State University,IN,
9281,Michael Joseph,,Texas A&M University,TX,
9282,Michael Joseph,,Columbia University,NY,
9283,Michael Joseph,,Vanderbilt University,TN,
9284,Michael Joseph,,Valencia Community College,FL,
9285,Michael Joseph,,Loyola College in Maryland,MD,
9286,Michael Joseph,,Wake Forest University,NC,
9287,Michael Joseph,,Georgetown University,DC,
9288,Michael Joseph,,Rock Hill College,MD,
9289,Michael Joseph,,Bucknell University,PA,
9290,Michael Joseph,,Villanova University,PA,
9291,Michael Joseph,,The Ohio State University,OH,
9292,Michael Joseph,,Creighton University,NE,
9293,Michael Joseph,,Georgia Institute of Technology,GA,
9294,Michael Joseph,,University of North Carolina at Chapel Hill,NC,
9295,Michael Joseph,,Missouri State University,MO,
9296,Michael Joseph,,Brown University,RI,
9297,Michael Joseph,,College of the Holy Cross,MA,
9298,Michael Joseph,,"Miami-Dade College, North Campus",FL,
9299,Michael Joseph,,University of Miami,FL,
9300,Michael Joseph,,Santa Fe Community College,FL,
9301,Michael Joseph,,Ball State University,IN,
9302,Michael Joseph,,Texas A&M University,TX,
9303,Michael Joseph,,Columbia University,NY,
9304,Michael Joseph,,Vanderbilt University,TN,
9305,Michael Joseph,,Valencia Community College,FL,
9306,Michael Joseph,,Loyola College in Maryland,MD,
9307,Michael Joseph,,Wake Forest University,NC,
9308,Michael Joseph,,Georgetown University,DC,
9309,Michael Joseph,,Rock Hill College,MD,
9310,Michael Joseph,,Bucknell University,PA,
9311,Michael Joseph,,Villanova University,PA,
9312,Michael Joseph,,The Ohio State University,OH,
9313,Michael Joseph,,Creighton University,NE,
9314,Michael Joseph,,Georgia Institute of Technology,GA,
9315,Michael Joseph,,University of North Carolina at Chapel Hill,NC,
9316,Michael Joseph,,Missouri State University,MO,
9317,Michael Joseph,,Brown University,RI,
9318,Michael Joseph,,College of the Holy Cross,MA,
9319,Michael Joseph,,"Miami-Dade College, North Campus",FL,
9320,Michael Joseph,,University of Miami,FL,
9321,Michael Joseph,,Santa Fe Community College,FL,
9322,Michael Joseph,,Ball State University,IN,
9323,Michael Joseph,,Texas A&M University,TX,
9324,Michael Joseph,,Columbia University,NY,
9325,Michael Joseph,,Vanderbilt University,TN,
9326,Michael Joseph,,Valencia Community College,FL,
9327,Michael Joseph,,Loyola College in Maryland,MD,
9328,Michael Joseph,,Wake Forest University,NC,
9329,Michael Joseph,,Georgetown University,DC,
9330,Michael Joseph,,Rock Hill College,MD,
9331,Michael Joseph,,Bucknell University,PA,
9332,Michael Joseph,,Villanova University,PA,
9333,Michael Joseph,,The Ohio State University,OH,
9334,Michael Joseph,,Creighton University,NE,
9335,Michael Joseph,,Georgia Institute of Technology,GA,
9336,Michael Joseph,,University of North Carolina at Chapel Hill,NC,
9337,Michael Joseph,,Missouri State University,MO,
9338,Michael Joseph,,Brown University,RI,
9339,Michael Joseph,,College of the Holy Cross,MA,
9340,Michael Joseph,,"Miami-Dade College, North Campus",FL,
9341,Michael Joseph,,University of Miami,FL,
9342,Michael Joseph,,Santa Fe Community College,FL,
9343,Michael Joseph,,Ball State University,IN,
9344,Michael Joseph,,Texas A&M University,TX,
9345,Michael Joseph,,Columbia University,NY,
9346,Michael Joseph,,Vanderbilt University,TN,
9347,Michael Joseph,,Valencia Community College,FL,
9348,Michael Joseph,,Loyola College in Maryland,MD,
9349,Michael Joseph,,Wake Forest University,NC,
9350,Michael Joseph,,Georgetown University,DC,
9351,Michael Joseph,,Rock Hill College,MD,
9352,Michael Joseph,,Bucknell University,PA,
9353,Michael Joseph,,Villanova University,PA,
9354,Michael Joseph,,The Ohio State University,OH,
9355,Michael Joseph,,Creighton University,NE,
9356,Michael Joseph,,Georgia Institute of Technology,GA,
9357,Michael Joseph,,University of North Carolina at Chapel Hill,NC,
9358,Michael Joseph,,Missouri State University,MO,
9359,Michael Joseph,,Brown University,RI,
9360,Michael Joseph,,College of the Holy Cross,MA,
9361,Michael Joseph,,"Miami-Dade College, North Campus",FL,
9362,Michael Joseph,,University of Miami,FL,
9363,Michael Joseph,,Santa Fe Community College,FL,
9364,Michael Joseph,,Ball State University,IN,
9365,Michael Joseph,,Texas A&M University,TX,
9366,Michael Joseph,,Columbia University,NY,
9367,Michael Joseph,,Vanderbilt University,TN,
9368,Michael Joseph,,Valencia Community College,FL,
9369,Michael Joseph,,Loyola College in Maryland,MD,
9370,Michael Joseph,,Wake Forest University,NC,
9371,Michael Joseph,,Georgetown University,DC,
9372,Michael Joseph,,Rock Hill College,MD,
9373,Michael Joseph,,Bucknell University,PA,
9374,Michael Joseph,,Villanova University,PA,
9375,Michael Joseph,,The Ohio State University,OH,
9376,Michael Joseph,,Creighton University,NE,
9377,Michael Joseph,,Georgia Institute of Technology,GA,
9378,Michael Joseph,,University of North Carolina at Chapel Hill,NC,
9379,Michael Joseph,,Missouri State University,MO,
9380,Michael Joseph,,Brown University,RI,
9381,Michael Joseph,,College of the Holy Cross,MA,
9382,Michael Joseph,,"Miami-Dade College, North Campus",FL,
9383,Michael Joseph,,University of Miami,FL,
9384,Michael Joseph,,Santa Fe Community College,FL,
9385,Michael Joseph,,Ball State University,IN,
9386,Michael Joseph,,Texas A&M University,TX,
9387,Michael Joseph,,Columbia University,NY,
9388,Michael Joseph,,Vanderbilt University,TN,
9389,Michael Joseph,,Valencia Community College,FL,
9390,Michael Joseph,,Loyola College in Maryland,MD,
9391,Michael Joseph,,Wake Forest University,NC,
9392,Michael Joseph,,Georgetown University,DC,
9393,Michael Joseph,,Rock Hill College,MD,
9394,Michael Joseph,,Bucknell University,PA,
9395,Michael Joseph,,Villanova University,PA,
9396,Michael Joseph,,The Ohio State University,OH,
9397,Michael Joseph,,Creighton University,NE,
9398,Michael Joseph,,Georgia Institute of Technology,GA,
9399,Michael Joseph,,University of North Carolina at Chapel Hill,NC,
9400,Michael Joseph,,Missouri State University,MO,
9401,Michael Joseph,,Brown University,RI,
9402,Michael Joseph,,College of the Holy Cross,MA,
9403,Michael Joseph,,"Miami-Dade College, North Campus",FL,
9404,Michael Joseph,,University of Miami,FL,
9405,Michael Joseph,,Santa Fe Community College,FL,
9406,Michael Joseph,,Ball State University,IN,
9407,Michael Joseph,,Texas A&M University,TX,
9408,Michael Joseph,,Columbia University,NY,
9409,Michael Joseph,,Vanderbilt University,TN,
9410,Michael Joseph,,Valencia Community College,FL,
9411,Michael Joseph,,Loyola College in Maryland,MD,
9412,Michael Joseph,,Wake Forest University,NC,
9413,Michael Joseph,,Georgetown University,DC,
9414,Michael Joseph,,Rock Hill College,MD,
9415,Michael Joseph,,Bucknell University,PA,
9416,Michael Joseph,,Villanova University,PA,
9417,Michael Joseph,,The Ohio State University,OH,
9418,Michael Joseph,,Creighton University,NE,
9419,Michael Joseph,,Georgia Institute of Technology,GA,
9420,Michael Joseph,,University of North Carolina at Chapel Hill,NC,
9421,Michael Joseph,,Missouri State University,MO,
9422,Michael Joseph,,Brown University,RI,
9423,Michael Joseph,,College of the Holy Cross,MA,
9424,Michael Joseph,,"Miami-Dade College, North Campus",FL,
9425,Michael Joseph,,University of Miami,FL,
9426,Michael Joseph,,Santa Fe Community College,FL,
9427,Michael Joseph,,Ball State University,IN,
9428,Michael Joseph,,Texas A&M University,TX,
9429,Michael Joseph,,Columbia University,NY,
9430,Michael Joseph,,Vanderbilt University,TN,
9431,Michael Joseph,,Valencia Community College,FL,
9432,Michael Joseph,,Loyola College in Maryland,MD,
9433,Michael Joseph,,Wake Forest University,NC,
9434,Michael Joseph,,Georgetown University,DC,
9435,Michael Joseph,,Rock Hill College,MD,
9436,Michael Joseph,,Bucknell University,PA,
9437,Michael Joseph,,Villanova University,PA,
9438,Michael Joseph,,The Ohio State University,OH,
9439,Michael Joseph,,Creighton University,NE,
9440,Michael Joseph,,Georgia Institute of Technology,GA,
9441,Michael Joseph,,University of North Carolina at Chapel Hill,NC,
9442,Michael Joseph,,Missouri State University,MO,
9443,Michael Joseph,,Brown University,RI,
9444,Michael Joseph,,College of the Holy Cross,MA,
9445,Michael Joseph,,"Miami-Dade College, North Campus",FL,
9446,Michael Joseph,,University of Miami,FL,
9447,Michael Joseph,,Santa Fe Community College,FL,
9448,Michael Joseph,,Ball State University,IN,
9449,Michael Joseph,,Texas A&M University,TX,
9450,Michael Joseph,,Columbia University,NY,
9451,Michael Joseph,,Vanderbilt University,TN,
9452,Michael Joseph,,Valencia Community College,FL,
9453,Michael Joseph,,Loyola College in Maryland,MD,
9454,Michael Joseph,,Wake Forest University,NC,
9455,Michael Joseph,,Georgetown University,DC,
9456,Michael Joseph,,Rock Hill College,MD,
9457,Michael Joseph,,Bucknell University,PA,
9458,Michael Joseph,,Villanova University,PA,
9459,Michael Joseph,,The Ohio State University,OH,
9460,Michael Joseph,,Creighton University,NE,
9461,Michael Joseph,,Georgia Institute of Technology,GA,
9462,Michael Joseph,,University of North Carolina at Chapel Hill,NC,
9463,Michael Joseph,,Missouri State University,MO,
9464,Michael Joseph,,Brown University,RI,
9465,Michael Joseph,,College of the Holy Cross,MA,
9466,Michael Joseph,,"Miami-Dade College, North Campus",FL,
9467,Michael Joseph,,University of Miami,FL,
9468,Michael Joseph,,Santa Fe Community College,FL,
9469,Michael Joseph,,Ball State University,IN,
9470,Michael Joseph,,Texas A&M University,TX,
9471,Michael Joseph,,Columbia University,NY,
9472,Michael Joseph,,Vanderbilt University,TN,
9473,Michael Joseph,,Valencia Community College,FL,
9474,Michael Joseph,,Loyola College in Maryland,MD,
9475,Michael Joseph,,Wake Forest University,NC,
9476,Michael Joseph,,Georgetown University,DC,
9477,Michael Joseph,,Rock Hill College,MD,
9478,Michael Joseph,,Bucknell University,PA,
9479,Michael Joseph,,Villanova University,PA,
9480,Michael Joseph,,The Ohio State University,OH,
9481,Michael Joseph,,Creighton University,NE,
9482,Michael Joseph,,Georgia Institute of Technology,GA,
9483,Michael Joseph,,University of North Carolina at Chapel Hill,NC,
9484,Michael Joseph,,Missouri State University,MO,
9485,Michael Joseph,,Brown University,RI,
9486,Michael Joseph,,College of the Holy Cross,MA,
9487,Michael Joseph,,"Miami-Dade College, North Campus",FL,
9488,Michael Joseph,,University of Miami,FL,
9489,Michael Joseph,,Santa Fe Community College,FL,
9490,Michael Joseph,,Ball State University,IN,
9491,Michael Joseph,,Texas A&M University,TX,
9492,Michael Joseph,,Columbia University,NY,
9493,Michael Joseph,,Vanderbilt University,TN,
9494,Michael Joseph,,Valencia Community College,FL,
9495,Michael Joseph,,Loyola College in Maryland,MD,
9496,Michael Joseph,,Wake Forest University,NC,
9497,Michael Joseph,,Georgetown University,DC,
9498,Michael Joseph,,Rock Hill College,MD,
9499,Michael Joseph,,Bucknell University,PA,
9500,Michael Joseph,,Villanova University,PA,
9501,Michael Joseph,,The Ohio State University,OH,
9502,Michael Joseph,,Creighton University,NE,
9503,Michael Joseph,,Georgia Institute of Technology,GA,
9504,Michael Joseph,,University of North Carolina at Chapel Hill,NC,
9505,Michael Joseph,,Missouri State University,MO,
9506,Michael Joseph,,Brown University,RI,
9507,Michael Joseph,,College of the Holy Cross,MA,
9508,Michael Joseph,,"Miami-Dade College, North Campus",FL,
9509,Michael Joseph,,University of Miami,FL,
9510,Michael Joseph,,Santa Fe Community College,FL,
9511,Michael Joseph,,Ball State University,IN,
9512,Michael Joseph,,Texas A&M University,TX,
9513,Michael Joseph,,Columbia University,NY,
9514,Michael Joseph,,Vanderbilt University,TN,
9515,Michael Joseph,,Valencia Community College,FL,
9516,Michael Joseph,,Loyola College in Maryland,MD,
9517,Michael Joseph,,Wake Forest University,NC,
9518,Michael Joseph,,Georgetown University,DC,
9519,Michael Joseph,,Rock Hill College,MD,
9520,Michael Joseph,,Bucknell University,PA,
9521,Michael Joseph,,Villanova University,PA,
9522,Michael Joseph,,The Ohio State University,OH,
9523,Michael Joseph,,Creighton University,NE,
9524,Michael Joseph,,Georgia Institute of Technology,GA,
9525,Michael Joseph,,University of North Carolina at Chapel Hill,NC,
9526,Michael Joseph,,Missouri State University,MO,
9527,Michael Joseph,,Brown University,RI,
9528,Michael Joseph,,College of the Holy Cross,MA,
9529,Michael Joseph,,"Miami-Dade College, North Campus",FL,
9530,Michael Joseph,,University of Miami,FL,
9531,Michael Joseph,,Santa Fe Community College,FL,
9532,Michael Joseph,,Ball State University,IN,
9533,Michael Joseph,,Texas A&M University,TX,
9534,Michael Joseph,,Columbia University,NY,
9535,Michael Joseph,,Vanderbilt University,TN,
9536,Michael Joseph,,Valencia Community College,FL,
9537,Michael Joseph,,Loyola College in Maryland,MD,
9538,Michael Joseph,,Wake Forest University,NC,
9539,Michael Joseph,,Georgetown University,DC,
9540,Michael Joseph,,Rock Hill College,MD,
9541,Michael Joseph,,Bucknell University,PA,
9542,Michael Joseph,,Villanova University,PA,
9543,Michael Joseph,,The Ohio State University,OH,
