index,Player,state,team,salary,Personal Average Value
University of South Alabama,Royce White,AL,,,-8.3
University of South Carolina,Mike Dunleavy,SC,,,16.6
University of South Carolina,Mike Dunleavy,SC,,,14.6
University of South Carolina,Mike Dunleavy,SC,,,13.6
University of South Carolina,Mike Dunleavy,SC,,,12.6
University of South Carolina,Mike Dunleavy,SC,,,11.6
University of South Carolina,Mike Dunleavy,SC,,,10.1
University of South Carolina,Mike Dunleavy,SC,,,9.1
University of South Carolina,Mike Dunleavy,SC,,,16.6
University of South Carolina,Mike Dunleavy,SC,,,14.6
University of South Carolina,Mike Dunleavy,SC,,,13.6
University of South Carolina,Mike Dunleavy,SC,,,12.6
University of South Carolina,Mike Dunleavy,SC,,,11.6
University of South Carolina,Mike Dunleavy,SC,,,10.1
University of South Carolina,Mike Dunleavy,SC,,,9.1
University of South Carolina,Renaldo Balkman,SC,,,14.3
University of South Carolina,Renaldo Balkman,SC,,,9.3
University of South Carolina,Renaldo Balkman,SC,,,14.3
University of South Carolina,Renaldo Balkman,SC,,,9.3
University of South Carolina,Jason Thompson,SC,,,16.4
University of South Carolina,Jason Thompson,SC,,,14.6
University of South Carolina,Jason Thompson,SC,,,14.2
University of South Carolina,Jason Thompson,SC,,,13.6
University of South Carolina,Jason Thompson,SC,,,11.1
University of South Carolina,Jason Thompson,SC,,,10.2
University of South Carolina,Jason Thompson,SC,,,16.4
University of South Carolina,Jason Thompson,SC,,,14.6
University of South Carolina,Jason Thompson,SC,,,14.2
University of South Carolina,Jason Thompson,SC,,,13.6
University of South Carolina,Jason Thompson,SC,,,11.1
University of South Carolina,Jason Thompson,SC,,,10.2
University of South Florida,Solomon Jones,FL,,,-5.7
University of South Florida,Solomon Jones,FL,,,9.1
University of South Florida,Solomon Jones,FL,,,8.5
University of South Florida,Solomon Jones,FL,,,5.8
University of South Florida,Solomon Jones,FL,,,9.1
University of South Florida,Solomon Jones,FL,,,8.5
University of South Florida,Solomon Jones,FL,,,5.8
University of Southern California,Brian Scalabrine,CA,,,13.5
University of Southern California,Brian Scalabrine,CA,,,6.5
University of Southern California,Brian Scalabrine,CA,,,13.5
University of Southern California,Brian Scalabrine,CA,,,6.5
University of Southern California,Nick Young,CA,,,16
University of Southern California,Nick Young,CA,,,14.5
University of Southern California,Nick Young,CA,,,14.2
University of Southern California,Nick Young,CA,,,14.1
University of Southern California,Nick Young,CA,,,13.3
University of Southern California,Nick Young,CA,,,12.9
University of Southern California,Nick Young,CA,,,10
University of Southern California,Nick Young,CA,,,9.1
University of Southern California,Nick Young,CA,,,16
University of Southern California,Nick Young,CA,,,14.5
University of Southern California,Nick Young,CA,,,14.2
University of Southern California,Nick Young,CA,,,14.1
University of Southern California,Nick Young,CA,,,13.3
University of Southern California,Nick Young,CA,,,12.9
University of Southern California,Nick Young,CA,,,10
University of Southern California,Nick Young,CA,,,9.1
University of Southern California,DeMar DeRozan,CA,,,24
University of Southern California,DeMar DeRozan,CA,,,21.5
University of Southern California,DeMar DeRozan,CA,,,21
University of Southern California,DeMar DeRozan,CA,,,18.4
University of Southern California,DeMar DeRozan,CA,,,17.4
University of Southern California,DeMar DeRozan,CA,,,14.7
University of Southern California,DeMar DeRozan,CA,,,14.5
University of Southern California,DeMar DeRozan,CA,,,12.8
University of Southern California,DeMar DeRozan,CA,,,24
University of Southern California,DeMar DeRozan,CA,,,21.5
University of Southern California,DeMar DeRozan,CA,,,21
University of Southern California,DeMar DeRozan,CA,,,18.4
University of Southern California,DeMar DeRozan,CA,,,17.4
University of Southern California,DeMar DeRozan,CA,,,14.7
University of Southern California,DeMar DeRozan,CA,,,14.5
University of Southern California,DeMar DeRozan,CA,,,12.8
University of Southern California,Taj Gibson,CA,,,16.9
University of Southern California,Taj Gibson,CA,,,16.1
University of Southern California,Taj Gibson,CA,,,16
University of Southern California,Taj Gibson,CA,,,15.7
University of Southern California,Taj Gibson,CA,,,15.4
University of Southern California,Taj Gibson,CA,,,15
University of Southern California,Taj Gibson,CA,,,14.4
University of Southern California,Taj Gibson,CA,,,14.3
University of Southern California,Taj Gibson,CA,,,16.9
University of Southern California,Taj Gibson,CA,,,16.1
University of Southern California,Taj Gibson,CA,,,16
University of Southern California,Taj Gibson,CA,,,15.7
University of Southern California,Taj Gibson,CA,,,15.4
University of Southern California,Taj Gibson,CA,,,15
University of Southern California,Taj Gibson,CA,,,14.4
University of Southern California,Taj Gibson,CA,,,14.3
University of Southern California,Nikola Vucevic,CA,,,21.5
University of Southern California,Nikola Vucevic,CA,,,21.1
University of Southern California,Nikola Vucevic,CA,,,19.7
University of Southern California,Nikola Vucevic,CA,,,19.1
University of Southern California,Nikola Vucevic,CA,,,18.8
University of Southern California,Nikola Vucevic,CA,,,17.8
University of Southern California,Nikola Vucevic,CA,,,14.3
University of Southern California,Nikola Vucevic,CA,,,21.5
University of Southern California,Nikola Vucevic,CA,,,21.1
University of Southern California,Nikola Vucevic,CA,,,19.7
University of Southern California,Nikola Vucevic,CA,,,19.1
University of Southern California,Nikola Vucevic,CA,,,18.8
University of Southern California,Nikola Vucevic,CA,,,17.8
University of Southern California,Nikola Vucevic,CA,,,14.3
University of Southern California,Dewayne Dedmon,CA,,,17
University of Southern California,Dewayne Dedmon,CA,,,16
University of Southern California,Dewayne Dedmon,CA,,,15.8
University of Southern California,Dewayne Dedmon,CA,,,13.3
University of Southern California,Dewayne Dedmon,CA,,,10.7
University of Southern California,Dewayne Dedmon,CA,,,17
University of Southern California,Dewayne Dedmon,CA,,,16
University of Southern California,Dewayne Dedmon,CA,,,15.8
University of Southern California,Dewayne Dedmon,CA,,,13.3
University of Southern California,Dewayne Dedmon,CA,,,10.7
University of Southern California,Alex Stepheson,CA,,,14.8
University of Southern California,Alex Stepheson,CA,,,14.8
University of Southern Colorado,Joe Smith,,,,-0.1
University of Southern Colorado,Josh Smith,,,,21.1
University of Southern Colorado,Josh Smith,,,,19.2
University of Southern Colorado,Josh Smith,,,,17.7
University of Southern Colorado,Josh Smith,,,,14.9
University of Southern Colorado,Josh Smith,,,,14.1
University of Southern Colorado,Josh Smith,,,,10.6
University of Southern Colorado,Josh Smith,,,,21.1
University of Southern Colorado,Josh Smith,,,,19.2
University of Southern Colorado,Josh Smith,,,,17.7
University of Southern Colorado,Josh Smith,,,,14.9
University of Southern Colorado,Josh Smith,,,,14.1
University of Southern Colorado,Josh Smith,,,,10.6
University of Southern Colorado,Josh Smith,,,,3.5
University of Tennessee,Scotty Hopson,TN,,,-4.6
University of Tennessee,Scotty Hopson,TN,,,-6.5
University of Tennessee,Jarnell Stokes,TN,,,20
University of Tennessee,Jarnell Stokes,TN,,,18.6
University of Tennessee,Jarnell Stokes,TN,,,20
University of Tennessee,Jarnell Stokes,TN,,,18.6
University of Tennessee,Jordan McRae,TN,,,14.2
University of Tennessee,Jordan McRae,TN,,,9.7
University of Tennessee,Jordan McRae,TN,,,14.2
University of Tennessee,Jordan McRae,TN,,,9.7
University of Tennessee,Josh Richardson,TN,,,13.6
University of Tennessee,Josh Richardson,TN,,,11.4
University of Tennessee,Josh Richardson,TN,,,10.7
University of Tennessee,Josh Richardson,TN,,,13.6
University of Tennessee,Josh Richardson,TN,,,11.4
University of Tennessee,Josh Richardson,TN,,,10.7
University of Tennessee at Martin,Lester Hudson,,,,16
University of Tennessee at Martin,Lester Hudson,,,,13.9
University of Tennessee at Martin,Lester Hudson,,,,6
University of Tennessee at Martin,Lester Hudson,,,,16
University of Tennessee at Martin,Lester Hudson,,,,13.9
University of Tennessee at Martin,Lester Hudson,,,,6
University of Texas at Austin,Maurice Evans,TX,,,9.1
University of Texas at Austin,Maurice Evans,TX,,,9
University of Texas at Austin,Maurice Evans,TX,,,9.1
University of Texas at Austin,Maurice Evans,TX,,,9
University of Texas at Austin,Royal Ivey,TX,,,-16.5
University of Texas at Austin,Royal Ivey,TX,,,8.2
University of Texas at Austin,Royal Ivey,TX,,,8.1
University of Texas at Austin,Royal Ivey,TX,,,4.7
University of Texas at Austin,Royal Ivey,TX,,,8.2
University of Texas at Austin,Royal Ivey,TX,,,8.1
University of Texas at Austin,Royal Ivey,TX,,,4.7
University of Texas at Austin,LaMarcus Aldridge,TX,,,22.8
University of Texas at Austin,LaMarcus Aldridge,TX,,,22.7
University of Texas at Austin,LaMarcus Aldridge,TX,,,22.4
University of Texas at Austin,LaMarcus Aldridge,TX,,,21.8
University of Texas at Austin,LaMarcus Aldridge,TX,,,21.5
University of Texas at Austin,LaMarcus Aldridge,TX,,,20.4
University of Texas at Austin,LaMarcus Aldridge,TX,,,18.6
University of Texas at Austin,LaMarcus Aldridge,TX,,,22.8
University of Texas at Austin,LaMarcus Aldridge,TX,,,22.7
University of Texas at Austin,LaMarcus Aldridge,TX,,,22.4
University of Texas at Austin,LaMarcus Aldridge,TX,,,21.8
University of Texas at Austin,LaMarcus Aldridge,TX,,,21.5
University of Texas at Austin,LaMarcus Aldridge,TX,,,20.4
University of Texas at Austin,LaMarcus Aldridge,TX,,,18.6
University of Texas at Austin,Daniel Gibson,TX,,,13.2
University of Texas at Austin,Daniel Gibson,TX,,,9.2
University of Texas at Austin,Daniel Gibson,TX,,,7.7
University of Texas at Austin,Daniel Gibson,TX,,,13.2
University of Texas at Austin,Daniel Gibson,TX,,,9.2
University of Texas at Austin,Daniel Gibson,TX,,,7.7
University of Texas at Austin,Kevin Durant,TX,,,23.6
University of Texas at Austin,Kevin Durant,TX,,,23.6
University of Texas at Austin,Avery Bradley,TX,,,14.4
University of Texas at Austin,Avery Bradley,TX,,,13.2
University of Texas at Austin,Avery Bradley,TX,,,12.7
University of Texas at Austin,Avery Bradley,TX,,,11.5
University of Texas at Austin,Avery Bradley,TX,,,11.3
University of Texas at Austin,Avery Bradley,TX,,,9.6
University of Texas at Austin,Avery Bradley,TX,,,8.8
University of Texas at Austin,Avery Bradley,TX,,,14.4
University of Texas at Austin,Avery Bradley,TX,,,13.2
University of Texas at Austin,Avery Bradley,TX,,,12.7
University of Texas at Austin,Avery Bradley,TX,,,11.5
University of Texas at Austin,Avery Bradley,TX,,,11.3
University of Texas at Austin,Avery Bradley,TX,,,9.6
University of Texas at Austin,Avery Bradley,TX,,,8.8
University of Texas at Austin,Avery Bradley,TX,,,2.2
University of Texas at Austin,Damion James,TX,,,10.1
University of Texas at Austin,Damion James,TX,,,6.1
University of Texas at Austin,Damion James,TX,,,4.1
University of Texas at Austin,Damion James,TX,,,10.1
University of Texas at Austin,Damion James,TX,,,6.1
University of Texas at Austin,Damion James,TX,,,4.1
University of Texas at Austin,Dexter Pittman,TX,,,-6.4
University of Texas at Austin,Dexter Pittman,TX,,,13.1
University of Texas at Austin,Dexter Pittman,TX,,,10.4
University of Texas at Austin,Dexter Pittman,TX,,,13.1
University of Texas at Austin,Dexter Pittman,TX,,,10.4
University of Texas at Austin,Dexter Pittman,TX,,,1.6
University of Texas at Austin,Cory Joseph,TX,,,15.5
University of Texas at Austin,Cory Joseph,TX,,,14.7
University of Texas at Austin,Cory Joseph,TX,,,13.5
University of Texas at Austin,Cory Joseph,TX,,,13.2
University of Texas at Austin,Cory Joseph,TX,,,12.4
University of Texas at Austin,Cory Joseph,TX,,,11
University of Texas at Austin,Cory Joseph,TX,,,6.9
University of Texas at Austin,Cory Joseph,TX,,,15.5
University of Texas at Austin,Cory Joseph,TX,,,14.7
University of Texas at Austin,Cory Joseph,TX,,,13.5
University of Texas at Austin,Cory Joseph,TX,,,13.2
University of Texas at Austin,Cory Joseph,TX,,,12.4
University of Texas at Austin,Cory Joseph,TX,,,11
University of Texas at Austin,Cory Joseph,TX,,,6.9
University of Texas at Austin,Trey Thompkins,TX,,,12
University of Texas at Austin,Trey Thompkins,TX,,,12
University of Texas at Austin,Tristan Thompson,TX,,,16.1
University of Texas at Austin,Tristan Thompson,TX,,,15.9
University of Texas at Austin,Tristan Thompson,TX,,,15.6
University of Texas at Austin,Tristan Thompson,TX,,,15.3
University of Texas at Austin,Tristan Thompson,TX,,,14.9
University of Texas at Austin,Tristan Thompson,TX,,,13.6
University of Texas at Austin,Tristan Thompson,TX,,,13.3
University of Texas at Austin,Tristan Thompson,TX,,,16.1
University of Texas at Austin,Tristan Thompson,TX,,,15.9
University of Texas at Austin,Tristan Thompson,TX,,,15.6
University of Texas at Austin,Tristan Thompson,TX,,,15.3
University of Texas at Austin,Tristan Thompson,TX,,,14.9
University of Texas at Austin,Tristan Thompson,TX,,,13.6
University of Texas at Austin,Tristan Thompson,TX,,,13.3
University of Texas at Austin,Myles Turner,TX,,,18.5
University of Texas at Austin,Myles Turner,TX,,,16.6
University of Texas at Austin,Myles Turner,TX,,,15.4
University of Texas at Austin,Myles Turner,TX,,,18.5
University of Texas at Austin,Myles Turner,TX,,,16.6
University of Texas at Austin,Myles Turner,TX,,,15.4
University of Texas at Austin,Isaiah Taylor,TX,,,10.9
University of Texas at Austin,Isaiah Taylor,TX,,,10.9
University of Texas at Austin,Isaiah Taylor,TX,,,0.3
University of Texas at El Paso,Tim Hardaway,TX,,,15.2
University of Texas at El Paso,Tim Hardaway,TX,,,14.4
University of Texas at El Paso,Tim Hardaway,TX,,,12.7
University of Texas at El Paso,Tim Hardaway,TX,,,12.1
University of Texas at El Paso,Tim Hardaway,TX,,,11.7
University of Texas at El Paso,Tim Hardaway,TX,,,15.2
University of Texas at El Paso,Tim Hardaway,TX,,,14.4
University of Texas at El Paso,Tim Hardaway,TX,,,12.7
University of Texas at El Paso,Tim Hardaway,TX,,,12.1
University of Texas at El Paso,Tim Hardaway,TX,,,11.7
University of Texas at El Paso,Derrick Caracter,TX,,,10
University of Texas at El Paso,Derrick Caracter,TX,,,10
University of Texas at El Paso,Julyan Stone,TX,,,13
University of Texas at El Paso,Julyan Stone,TX,,,11.4
University of Texas at El Paso,Julyan Stone,TX,,,7.6
University of Texas at El Paso,Julyan Stone,TX,,,6.6
University of Texas at El Paso,Julyan Stone,TX,,,13
University of Texas at El Paso,Julyan Stone,TX,,,11.4
University of Texas at El Paso,Julyan Stone,TX,,,7.6
University of Texas at El Paso,Julyan Stone,TX,,,6.6
University of Texas at El Paso,Anthony Davis,TX,,,21.7
University of Texas at El Paso,Anthony Davis,TX,,,21.7
University of Tulsa,Ben Uzoh,OK,,,14.7
University of Tulsa,Ben Uzoh,OK,,,10.9
University of Tulsa,Ben Uzoh,OK,,,14.7
University of Tulsa,Ben Uzoh,OK,,,10.9
University of Tulsa,Jerome Jordan,OK,,,18.3
University of Tulsa,Jerome Jordan,OK,,,16.8
University of Tulsa,Jerome Jordan,OK,,,18.3
University of Tulsa,Jerome Jordan,OK,,,16.8
University of Utah,Andrew Bogut,UT,,,17
University of Utah,Andrew Bogut,UT,,,16.7
University of Utah,Andrew Bogut,UT,,,15.9
University of Utah,Andrew Bogut,UT,,,15.8
University of Utah,Andrew Bogut,UT,,,14.9
University of Utah,Andrew Bogut,UT,,,13.8
University of Utah,Andrew Bogut,UT,,,10.9
University of Utah,Andrew Bogut,UT,,,9.3
University of Utah,Andrew Bogut,UT,,,17
University of Utah,Andrew Bogut,UT,,,16.7
University of Utah,Andrew Bogut,UT,,,15.9
University of Utah,Andrew Bogut,UT,,,15.8
University of Utah,Andrew Bogut,UT,,,14.9
University of Utah,Andrew Bogut,UT,,,13.8
University of Utah,Andrew Bogut,UT,,,10.9
University of Utah,Andrew Bogut,UT,,,9.3
University of Utah,Delon Wright,UT,,,17.8
University of Utah,Delon Wright,UT,,,16.5
University of Utah,Delon Wright,UT,,,15
University of Utah,Delon Wright,UT,,,17.8
University of Utah,Delon Wright,UT,,,16.5
University of Utah,Delon Wright,UT,,,15
University of Utah,Brice Johnson,UT,,,18.2
University of Utah,Brice Johnson,UT,,,17.2
University of Utah,Brice Johnson,UT,,,18.2
University of Utah,Brice Johnson,UT,,,17.2
University of Utah,Jakob Poeltl,UT,,,17.5
University of Utah,Jakob Poeltl,UT,,,12.2
University of Utah,Jakob Poeltl,UT,,,17.5
University of Utah,Jakob Poeltl,UT,,,12.2
University of Virginia,Roger Mason,VA,,,12.1
University of Virginia,Roger Mason,VA,,,10
University of Virginia,Roger Mason,VA,,,8.2
University of Virginia,Roger Mason,VA,,,7.1
University of Virginia,Roger Mason,VA,,,12.1
University of Virginia,Roger Mason,VA,,,10
University of Virginia,Roger Mason,VA,,,8.2
University of Virginia,Roger Mason,VA,,,7.1
University of Virginia,Mike Scott,VA,,,16.3
University of Virginia,Mike Scott,VA,,,15.3
University of Virginia,Mike Scott,VA,,,15.1
University of Virginia,Mike Scott,VA,,,14
University of Virginia,Mike Scott,VA,,,13.7
University of Virginia,Mike Scott,VA,,,5.9
University of Virginia,Mike Scott,VA,,,16.3
University of Virginia,Mike Scott,VA,,,15.3
University of Virginia,Mike Scott,VA,,,15.1
University of Virginia,Mike Scott,VA,,,14
University of Virginia,Mike Scott,VA,,,13.7
University of Virginia,Mike Scott,VA,,,5.9
University of Virginia,Joe Harris,VA,,,13.3
University of Virginia,Joe Harris,VA,,,9
University of Virginia,Joe Harris,VA,,,5.6
University of Virginia,Joe Harris,VA,,,13.3
University of Virginia,Joe Harris,VA,,,9
University of Virginia,Joe Harris,VA,,,5.6
University of Virginia,Joe Harris,VA,,,3.4
University of Virginia,Justin Anderson,VA,,,13.9
University of Virginia,Justin Anderson,VA,,,13
University of Virginia,Justin Anderson,VA,,,12.3
University of Virginia,Justin Anderson,VA,,,13.9
University of Virginia,Justin Anderson,VA,,,13
University of Virginia,Justin Anderson,VA,,,12.3
University of Virginia,Malcolm Brogdon,VA,,,14.9
University of Virginia,Malcolm Brogdon,VA,,,14.3
University of Virginia,Malcolm Brogdon,VA,,,14.9
University of Virginia,Malcolm Brogdon,VA,,,14.3
University of Virginia,Mike Tobey,VA,,,-0.1
University of Washington,Nate Robinson,WA,,,18
University of Washington,Nate Robinson,WA,,,17.4
University of Washington,Nate Robinson,WA,,,15.6
University of Washington,Nate Robinson,WA,,,10.6
University of Washington,Nate Robinson,WA,,,10
University of Washington,Nate Robinson,WA,,,18
University of Washington,Nate Robinson,WA,,,17.4
University of Washington,Nate Robinson,WA,,,15.6
University of Washington,Nate Robinson,WA,,,10.6
University of Washington,Nate Robinson,WA,,,10
University of Washington,Nate Robinson,WA,,,2.6
University of Washington,Will Conroy,WA,,,-15.2
University of Washington,Brandon Roy,WA,,,13.9
University of Washington,Brandon Roy,WA,,,8.3
University of Washington,Brandon Roy,WA,,,13.9
University of Washington,Brandon Roy,WA,,,8.3
University of Washington,Spencer Hawes,WA,,,18.1
University of Washington,Spencer Hawes,WA,,,16
University of Washington,Spencer Hawes,WA,,,15.7
University of Washington,Spencer Hawes,WA,,,15.6
University of Washington,Spencer Hawes,WA,,,12.8
University of Washington,Spencer Hawes,WA,,,12.4
University of Washington,Spencer Hawes,WA,,,9.8
University of Washington,Spencer Hawes,WA,,,18.1
University of Washington,Spencer Hawes,WA,,,16
University of Washington,Spencer Hawes,WA,,,15.7
University of Washington,Spencer Hawes,WA,,,15.6
University of Washington,Spencer Hawes,WA,,,12.8
University of Washington,Spencer Hawes,WA,,,12.4
University of Washington,Spencer Hawes,WA,,,9.8
University of Washington,Jon Brockman,WA,,,9.6
University of Washington,Jon Brockman,WA,,,6.6
University of Washington,Jon Brockman,WA,,,9.6
University of Washington,Jon Brockman,WA,,,6.6
University of Washington,Quincy Pondexter,WA,,,11
University of Washington,Quincy Pondexter,WA,,,10.3
University of Washington,Quincy Pondexter,WA,,,9.9
University of Washington,Quincy Pondexter,WA,,,9.4
University of Washington,Quincy Pondexter,WA,,,8.5
University of Washington,Quincy Pondexter,WA,,,4
University of Washington,Quincy Pondexter,WA,,,11
University of Washington,Quincy Pondexter,WA,,,10.3
University of Washington,Quincy Pondexter,WA,,,9.9
University of Washington,Quincy Pondexter,WA,,,9.4
University of Washington,Quincy Pondexter,WA,,,8.5
University of Washington,Quincy Pondexter,WA,,,4
University of Washington,Justin Dentmon,WA,,,-19.4
University of Washington,Justin Dentmon,WA,,,4.8
University of Washington,Justin Dentmon,WA,,,4.8
University of Washington,Justin Holiday,WA,,,12.7
University of Washington,Justin Holiday,WA,,,12.1
University of Washington,Justin Holiday,WA,,,10.8
University of Washington,Justin Holiday,WA,,,9.4
University of Washington,Justin Holiday,WA,,,7.6
University of Washington,Justin Holiday,WA,,,12.7
University of Washington,Justin Holiday,WA,,,12.1
University of Washington,Justin Holiday,WA,,,10.8
University of Washington,Justin Holiday,WA,,,9.4
University of Washington,Justin Holiday,WA,,,7.6
University of Washington,Terrence Ross,WA,,,13.4
University of Washington,Terrence Ross,WA,,,12.9
University of Washington,Terrence Ross,WA,,,12
University of Washington,Terrence Ross,WA,,,11.2
University of Washington,Terrence Ross,WA,,,10.4
University of Washington,Terrence Ross,WA,,,9.9
University of Washington,Terrence Ross,WA,,,13.4
University of Washington,Terrence Ross,WA,,,12.9
University of Washington,Terrence Ross,WA,,,12
University of Washington,Terrence Ross,WA,,,11.2
University of Washington,Terrence Ross,WA,,,10.4
University of Washington,Terrence Ross,WA,,,9.9
University of Washington,Tony Wroten,WA,,,14.9
University of Washington,Tony Wroten,WA,,,12.9
University of Washington,Tony Wroten,WA,,,9.3
University of Washington,Tony Wroten,WA,,,14.9
University of Washington,Tony Wroten,WA,,,12.9
University of Washington,Tony Wroten,WA,,,9.3
University of Washington,Tony Wroten,WA,,,1.8
University of Washington,Marquese Chriss,WA,,,12.3
University of Washington,Marquese Chriss,WA,,,11.1
University of Washington,Marquese Chriss,WA,,,12.3
University of Washington,Marquese Chriss,WA,,,11.1
University of Washington,Dejounte Murray,WA,,,15.1
University of Washington,Dejounte Murray,WA,,,9.6
University of Washington,Dejounte Murray,WA,,,15.1
University of Washington,Dejounte Murray,WA,,,9.6
University of Wisconsin,Devin Harris,,,,17.2
University of Wisconsin,Devin Harris,,,,16
University of Wisconsin,Devin Harris,,,,14.8
University of Wisconsin,Devin Harris,,,,14.6
University of Wisconsin,Devin Harris,,,,14.6
University of Wisconsin,Devin Harris,,,,13.8
University of Wisconsin,Devin Harris,,,,13.1
University of Wisconsin,Devin Harris,,,,13
University of Wisconsin,Devin Harris,,,,17.2
University of Wisconsin,Devin Harris,,,,16
University of Wisconsin,Devin Harris,,,,14.8
University of Wisconsin,Devin Harris,,,,14.6
University of Wisconsin,Devin Harris,,,,14.6
University of Wisconsin,Devin Harris,,,,13.8
University of Wisconsin,Devin Harris,,,,13.1
University of Wisconsin,Devin Harris,,,,13
University of Wisconsin,Wesley Matthews,,,,16.1
University of Wisconsin,Wesley Matthews,,,,15.7
University of Wisconsin,Wesley Matthews,,,,15.5
University of Wisconsin,Wesley Matthews,,,,14.1
University of Wisconsin,Wesley Matthews,,,,14.1
University of Wisconsin,Wesley Matthews,,,,11.9
University of Wisconsin,Wesley Matthews,,,,11.4
University of Wisconsin,Wesley Matthews,,,,10.9
University of Wisconsin,Wesley Matthews,,,,16.1
University of Wisconsin,Wesley Matthews,,,,15.7
University of Wisconsin,Wesley Matthews,,,,15.5
University of Wisconsin,Wesley Matthews,,,,14.1
University of Wisconsin,Wesley Matthews,,,,14.1
University of Wisconsin,Wesley Matthews,,,,11.9
University of Wisconsin,Wesley Matthews,,,,11.4
University of Wisconsin,Wesley Matthews,,,,10.9
University of Wisconsin,Jon Leuer,,,,17.6
University of Wisconsin,Jon Leuer,,,,16.2
University of Wisconsin,Jon Leuer,,,,15.3
University of Wisconsin,Jon Leuer,,,,14.2
University of Wisconsin,Jon Leuer,,,,11.9
University of Wisconsin,Jon Leuer,,,,10.4
University of Wisconsin,Jon Leuer,,,,8.9
University of Wisconsin,Jon Leuer,,,,17.6
University of Wisconsin,Jon Leuer,,,,16.2
University of Wisconsin,Jon Leuer,,,,15.3
University of Wisconsin,Jon Leuer,,,,14.2
University of Wisconsin,Jon Leuer,,,,11.9
University of Wisconsin,Jon Leuer,,,,10.4
University of Wisconsin,Jon Leuer,,,,8.9
University of Wisconsin,Greg Stiemsma,,,,13.6
University of Wisconsin,Greg Stiemsma,,,,10.5
University of Wisconsin,Greg Stiemsma,,,,9.7
University of Wisconsin,Greg Stiemsma,,,,7.8
University of Wisconsin,Greg Stiemsma,,,,13.6
University of Wisconsin,Greg Stiemsma,,,,10.5
University of Wisconsin,Greg Stiemsma,,,,9.7
University of Wisconsin,Greg Stiemsma,,,,7.8
University of Wisconsin,Sam Dekker,,,,13.1
University of Wisconsin,Sam Dekker,,,,11.5
University of Wisconsin,Sam Dekker,,,,10.8
University of Wisconsin,Sam Dekker,,,,13.1
University of Wisconsin,Sam Dekker,,,,11.5
University of Wisconsin,Sam Dekker,,,,10.8
University of Wisconsin,Duje Dukan,,,,4.2
University of Wisconsin,Duje Dukan,,,,4.2
University of Wisconsin,Frank Kaminsky,,,,14.4
University of Wisconsin,Frank Kaminsky,,,,13
University of Wisconsin,Frank Kaminsky,,,,12.5
University of Wisconsin,Frank Kaminsky,,,,14.4
University of Wisconsin,Frank Kaminsky,,,,13
University of Wisconsin,Frank Kaminsky,,,,12.5
University of Wyoming,Theo Ratliff,WY,,,4.4
University of Wyoming,Theo Ratliff,WY,,,4.4
Utah Valley State College,Ronnie Price,,,,10.2
Utah Valley State College,Ronnie Price,,,,9.6
Utah Valley State College,Ronnie Price,,,,8.4
Utah Valley State College,Ronnie Price,,,,7.6
Utah Valley State College,Ronnie Price,,,,6.8
Utah Valley State College,Ronnie Price,,,,5.9
Utah Valley State College,Ronnie Price,,,,5.5
Utah Valley State College,Ronnie Price,,,,10.2
Utah Valley State College,Ronnie Price,,,,9.6
Utah Valley State College,Ronnie Price,,,,8.4
Utah Valley State College,Ronnie Price,,,,7.6
Utah Valley State College,Ronnie Price,,,,6.8
Utah Valley State College,Ronnie Price,,,,5.9
Utah Valley State College,Ronnie Price,,,,5.5
Vanderbilt University,Derrick Byars,TN,,,14.9
Vanderbilt University,Derrick Byars,TN,,,14.9
Vanderbilt University,Festus Ezeli,TN,,,17.7
Vanderbilt University,Festus Ezeli,TN,,,16.2
Vanderbilt University,Festus Ezeli,TN,,,9.3
Vanderbilt University,Festus Ezeli,TN,,,17.7
Vanderbilt University,Festus Ezeli,TN,,,16.2
Vanderbilt University,Festus Ezeli,TN,,,9.3
Vanderbilt University,John Jenkins,TN,,,17.3
Vanderbilt University,John Jenkins,TN,,,15.9
Vanderbilt University,John Jenkins,TN,,,13
Vanderbilt University,John Jenkins,TN,,,10
Vanderbilt University,John Jenkins,TN,,,4.7
Vanderbilt University,John Jenkins,TN,,,17.3
Vanderbilt University,John Jenkins,TN,,,15.9
Vanderbilt University,John Jenkins,TN,,,13
Vanderbilt University,John Jenkins,TN,,,10
Vanderbilt University,John Jenkins,TN,,,4.7
Vanderbilt University,Wade Baldwin,TN,,,16.6
Vanderbilt University,Wade Baldwin,TN,,,6.5
Vanderbilt University,Wade Baldwin,TN,,,16.6
Vanderbilt University,Wade Baldwin,TN,,,6.5
Villanova University,Malik Allen,PA,,,3.3
Villanova University,Randy Foye,PA,,,13.5
Villanova University,Randy Foye,PA,,,13.3
Villanova University,Randy Foye,PA,,,11.7
Villanova University,Randy Foye,PA,,,11.4
Villanova University,Randy Foye,PA,,,11
Villanova University,Randy Foye,PA,,,7.6
Villanova University,Randy Foye,PA,,,7.3
Villanova University,Randy Foye,PA,,,13.5
Villanova University,Randy Foye,PA,,,13.3
Villanova University,Randy Foye,PA,,,11.7
Villanova University,Randy Foye,PA,,,11.4
Villanova University,Randy Foye,PA,,,11
Villanova University,Randy Foye,PA,,,7.6
Villanova University,Randy Foye,PA,,,7.3
Villanova University,Kyle Lowry,PA,,,22.9
Villanova University,Kyle Lowry,PA,,,22.2
Villanova University,Kyle Lowry,PA,,,20.1
Villanova University,Kyle Lowry,PA,,,19.5
Villanova University,Kyle Lowry,PA,,,19.3
