,Player,PER,PER_Percentile,state,college
0,Sim Bhullar,44.3,99,NM,New Mexico State University
1,Anthony Brown,41.9,99,IL,DePaul University
2,Anthony Brown,7.2,11,IL,DePaul University
3,Anthony Brown,4.9,6,IL,DePaul University
4,Eric Moreland,40.8,99,OR,Oregon State University
5,Eric Moreland,13.9,58,OR,Oregon State University
6,Eric Moreland,7.4,12,OR,Oregon State University
7,David Stockton,33.9,99,WA,Gonzaga University
8,David Stockton,10.8,32,WA,Gonzaga University
9,Orien Greene,33.0,99,LA,University of Louisiana at Lafayette
10,Rakeem Christmas,32.0,99,NY,Syracuse University
11,Rakeem Christmas,10.4,29,NY,Syracuse University
12,Jarnell Stokes,31.5,99,TN,University of Tennessee
13,Jarnell Stokes,20.0,91,TN,University of Tennessee
14,Jarnell Stokes,18.6,87,TN,University of Tennessee
15,Stephen Curry,31.5,99,NC,Davidson College
16,Stephen Curry,28.2,99,NC,Davidson College
17,Stephen Curry,28.0,99,NC,Davidson College
18,Stephen Curry,24.6,97,NC,Davidson College
19,Stephen Curry,24.1,97,NC,Davidson College
20,Stephen Curry,21.3,94,NC,Davidson College
21,Stephen Curry,21.2,94,NC,Davidson College
22,Stephen Curry,19.4,90,NC,Davidson College
23,Tyrus Thomas,31.4,99,LA,Louisiana State University
24,Tyrus Thomas,18.2,86,LA,Louisiana State University
25,Tyrus Thomas,9.6,23,LA,Louisiana State University
26,Tyrus Thomas,9.0,19,LA,Louisiana State University
27,Tony Mitchell,30.9,99,IN,Purdue University
28,Tony Mitchell,18.1,85,IN,Purdue University
29,Anthony Davis,30.8,99,TX,University of Texas at El Paso
30,Anthony Davis,28.9,99,TX,University of Texas at El Paso
31,Anthony Davis,27.5,99,TX,University of Texas at El Paso
32,Anthony Davis,26.5,98,TX,University of Texas at El Paso
33,Anthony Davis,25.0,97,TX,University of Texas at El Paso
34,Anthony Davis,21.7,95,TX,University of Texas at El Paso
35,Demetrius Jackson,30.8,99,IN,University of Notre Dame
36,Demetrius Jackson,5.4,7,IN,University of Notre Dame
37,Russell Westbrook,30.6,99,CA,"University of California, Los Angeles"
38,Russell Westbrook,29.1,99,CA,"University of California, Los Angeles"
39,Russell Westbrook,27.6,99,CA,"University of California, Los Angeles"
40,Russell Westbrook,24.7,97,CA,"University of California, Los Angeles"
41,Russell Westbrook,24.7,97,CA,"University of California, Los Angeles"
42,Russell Westbrook,23.9,97,CA,"University of California, Los Angeles"
43,Russell Westbrook,23.6,96,CA,"University of California, Los Angeles"
44,Russell Westbrook,22.9,96,CA,"University of California, Los Angeles"
45,James Harden,29.8,99,AZ,Arizona State University
46,James Harden,27.4,98,AZ,Arizona State University
47,James Harden,26.7,98,AZ,Arizona State University
48,James Harden,25.3,98,AZ,Arizona State University
49,James Harden,23.5,96,AZ,Arizona State University
50,James Harden,23.0,96,AZ,Arizona State University
51,James Harden,21.1,93,AZ,Arizona State University
52,James Harden,16.4,77,AZ,Arizona State University
53,Kevin Durant,29.8,99,TX,University of Texas at Austin
54,Kevin Durant,28.3,99,TX,University of Texas at Austin
55,Kevin Durant,28.2,99,TX,University of Texas at Austin
56,Kevin Durant,27.6,99,TX,University of Texas at Austin
57,Kevin Durant,27.6,99,TX,University of Texas at Austin
58,Kevin Durant,26.2,98,TX,University of Texas at Austin
59,Kevin Durant,26.0,98,TX,University of Texas at Austin
60,Kevin Durant,23.6,96,TX,University of Texas at Austin
61,Henry Sims,29.2,99,DC,Georgetown University
62,Henry Sims,16.1,75,DC,Georgetown University
63,Henry Sims,14.5,63,DC,Georgetown University
64,Henry Sims,13.9,58,DC,Georgetown University
65,Kawhi Leonard,27.6,99,CA,San Diego State University
66,Kawhi Leonard,26.0,98,CA,San Diego State University
67,Kawhi Leonard,26.0,98,CA,San Diego State University
68,Kawhi Leonard,22.0,95,CA,San Diego State University
69,Kawhi Leonard,19.4,90,CA,San Diego State University
70,Kawhi Leonard,16.6,78,CA,San Diego State University
71,Kawhi Leonard,16.4,77,CA,San Diego State University
72,Chris Paul,27.0,98,NC,Wake Forest University
73,Chris Paul,26.4,98,NC,Wake Forest University
74,Chris Paul,26.2,98,NC,Wake Forest University
75,Chris Paul,26.2,98,NC,Wake Forest University
76,Chris Paul,26.0,98,NC,Wake Forest University
77,Chris Paul,25.9,98,NC,Wake Forest University
78,Chris Paul,24.4,97,NC,Wake Forest University
79,Chris Paul,23.7,97,NC,Wake Forest University
80,Kevin Love,26.9,98,CA,"University of California, Los Angeles"
81,Kevin Love,25.4,98,CA,"University of California, Los Angeles"
82,Kevin Love,24.3,97,CA,"University of California, Los Angeles"
83,Kevin Love,22.4,95,CA,"University of California, Los Angeles"
84,Kevin Love,21.1,93,CA,"University of California, Los Angeles"
85,Kevin Love,19.0,88,CA,"University of California, Los Angeles"
86,Kevin Love,18.8,88,CA,"University of California, Los Angeles"
87,Kevin Love,17.9,85,CA,"University of California, Los Angeles"
88,Isaiah Thomas,26.5,98,IN,Indiana University
89,Isaiah Thomas,21.5,94,IN,Indiana University
90,Isaiah Thomas,20.6,93,IN,Indiana University
91,Isaiah Thomas,20.5,92,IN,Indiana University
92,Isaiah Thomas,17.6,83,IN,Indiana University
93,Isaiah Thomas,17.5,82,IN,Indiana University
94,Isaiah Thomas,12.6,47,IN,Indiana University
95,Dwyane Wade,26.3,98,WI,Marquette University
96,Dwyane Wade,25.6,98,WI,Marquette University
97,Dwyane Wade,24.0,97,WI,Marquette University
98,Dwyane Wade,22.0,95,WI,Marquette University
99,Dwyane Wade,21.4,94,WI,Marquette University
100,Dwyane Wade,20.3,92,WI,Marquette University
101,Dwyane Wade,18.5,87,WI,Marquette University
102,Dwyane Wade,15.0,67,WI,Marquette University
103,Hassan Whiteside,26.2,98,WV,Marshall University
104,Hassan Whiteside,25.7,98,WV,Marshall University
105,Hassan Whiteside,24.1,97,WV,Marshall University
106,Hassan Whiteside,22.6,96,WV,Marshall University
107,Hassan Whiteside,16.2,76,WV,Marshall University
108,Hassan Whiteside,-17.9,0,WV,Marshall University
109,MarShon Brooks,26.1,98,RI,Providence College
110,MarShon Brooks,15.5,71,RI,Providence College
111,MarShon Brooks,13.5,55,RI,Providence College
112,MarShon Brooks,12.9,50,RI,Providence College
113,DeMarcus Cousins,26.1,98,KY,University of Kentucky
114,DeMarcus Cousins,25.8,98,KY,University of Kentucky
115,DeMarcus Cousins,25.2,97,KY,University of Kentucky
116,DeMarcus Cousins,23.6,96,KY,University of Kentucky
117,DeMarcus Cousins,22.6,96,KY,University of Kentucky
118,DeMarcus Cousins,21.7,95,KY,University of Kentucky
119,DeMarcus Cousins,20.2,92,KY,University of Kentucky
120,DeMarcus Cousins,14.6,64,KY,University of Kentucky
121,Josh Huestis,26.1,98,CA,Stanford University
122,Josh Huestis,6.7,10,CA,Stanford University
123,Josh Huestis,5.4,7,CA,Stanford University
124,Karl-Anthony Towns,25.9,98,KY,University of Kentucky
125,Karl-Anthony Towns,24.9,97,KY,University of Kentucky
126,Karl-Anthony Towns,22.5,95,KY,University of Kentucky
127,Jonathan Gibson,25.4,98,NM,New Mexico State University
128,Jonathan Gibson,9.5,22,NM,New Mexico State University
129,Brook Lopez,25.4,98,CA,Stanford University
130,Brook Lopez,24.7,97,CA,Stanford University
131,Brook Lopez,22.7,96,CA,Stanford University
132,Brook Lopez,21.9,95,CA,Stanford University
133,Brook Lopez,21.7,95,CA,Stanford University
134,Brook Lopez,20.4,92,CA,Stanford University
135,Brook Lopez,19.3,89,CA,Stanford University
136,Brook Lopez,16.4,77,CA,Stanford University
137,JaVale McGee,25.2,97,NV,"University of Nevada, Reno"
138,JaVale McGee,22.3,95,NV,"University of Nevada, Reno"
139,JaVale McGee,20.7,93,NV,"University of Nevada, Reno"
140,JaVale McGee,19.9,91,NV,"University of Nevada, Reno"
141,JaVale McGee,19.9,91,NV,"University of Nevada, Reno"
142,JaVale McGee,17.4,82,NV,"University of Nevada, Reno"
143,JaVale McGee,14.4,62,NV,"University of Nevada, Reno"
144,JaVale McGee,10.2,27,NV,"University of Nevada, Reno"
145,Damian Lillard,25.2,97,UT,Weber State University
146,Damian Lillard,24.1,97,UT,Weber State University
147,Damian Lillard,22.2,95,UT,Weber State University
148,Damian Lillard,20.7,93,UT,Weber State University
149,Damian Lillard,18.6,87,UT,Weber State University
150,Damian Lillard,16.4,77,UT,Weber State University
151,Jimmy Butler,25.1,97,WI,Marquette University
152,Jimmy Butler,23.7,97,WI,Marquette University
153,Jimmy Butler,21.3,94,WI,Marquette University
154,Jimmy Butler,21.3,94,WI,Marquette University
155,Jimmy Butler,15.2,68,WI,Marquette University
156,Jimmy Butler,13.5,55,WI,Marquette University
157,Jimmy Butler,12.5,46,WI,Marquette University
158,Kyrie Irving,25.0,97,NC,Duke University
159,Kyrie Irving,23.0,96,NC,Duke University
160,Kyrie Irving,21.5,94,NC,Duke University
161,Kyrie Irving,21.4,94,NC,Duke University
162,Kyrie Irving,21.4,94,NC,Duke University
163,Kyrie Irving,20.1,91,NC,Duke University
164,Kyrie Irving,19.9,91,NC,Duke University
165,LaMarcus Aldridge,25.0,97,TX,University of Texas at Austin
166,LaMarcus Aldridge,22.8,96,TX,University of Texas at Austin
167,LaMarcus Aldridge,22.7,96,TX,University of Texas at Austin
168,LaMarcus Aldridge,22.4,95,TX,University of Texas at Austin
169,LaMarcus Aldridge,21.8,95,TX,University of Texas at Austin
170,LaMarcus Aldridge,21.5,94,TX,University of Texas at Austin
171,LaMarcus Aldridge,20.4,92,TX,University of Texas at Austin
172,LaMarcus Aldridge,18.6,87,TX,University of Texas at Austin
173,Carmelo Anthony,24.8,97,NY,Syracuse University
174,Carmelo Anthony,24.4,97,NY,Syracuse University
175,Carmelo Anthony,21.7,95,NY,Syracuse University
176,Carmelo Anthony,21.5,94,NY,Syracuse University
177,Carmelo Anthony,21.1,93,NY,Syracuse University
178,Carmelo Anthony,20.3,92,NY,Syracuse University
179,Carmelo Anthony,17.9,85,NY,Syracuse University
180,Carmelo Anthony,12.7,48,NY,Syracuse University
181,Montrezl Harrell,24.7,97,KY,University of Louisville
182,Montrezl Harrell,19.2,89,KY,University of Louisville
183,Montrezl Harrell,14.6,64,KY,University of Louisville
184,Tim Duncan,24.4,97,NC,Wake Forest University
185,Tim Duncan,22.6,96,NC,Wake Forest University
186,Tim Duncan,22.5,95,NC,Wake Forest University
187,Tim Duncan,21.9,95,NC,Wake Forest University
188,Tim Duncan,21.3,94,NC,Wake Forest University
189,Tim Duncan,16.9,80,NC,Wake Forest University
190,Joel Embiid,24.1,97,KS,University of Kansas
191,Joel Embiid,22.9,96,KS,University of Kansas
192,Shawn Long,24.1,97,LA,University of Louisiana at Lafayette
193,DeMar DeRozan,24.0,97,CA,University of Southern California
194,DeMar DeRozan,21.5,94,CA,University of Southern California
195,DeMar DeRozan,21.0,93,CA,University of Southern California
196,DeMar DeRozan,18.4,86,CA,University of Southern California
197,DeMar DeRozan,17.4,82,CA,University of Southern California
198,DeMar DeRozan,14.7,65,CA,University of Southern California
199,DeMar DeRozan,14.5,63,CA,University of Southern California
200,DeMar DeRozan,12.8,49,CA,University of Southern California
201,Coty Clarke,23.9,97,AR,University of Arkansas
202,Blake Griffin,23.9,97,OK,University of Oklahoma
203,Blake Griffin,23.4,96,OK,University of Oklahoma
204,Blake Griffin,22.8,96,OK,University of Oklahoma
205,Blake Griffin,22.6,96,OK,University of Oklahoma
206,Blake Griffin,22.4,95,OK,University of Oklahoma
207,Blake Griffin,22.1,95,OK,University of Oklahoma
208,Blake Griffin,21.9,95,OK,University of Oklahoma
209,Blake Griffin,19.6,90,OK,University of Oklahoma
210,Derrick Rose,23.5,96,TN,University of Memphis
211,Derrick Rose,23.0,96,TN,University of Memphis
212,Derrick Rose,17.0,80,TN,University of Memphis
213,Derrick Rose,15.9,74,TN,University of Memphis
214,Derrick Rose,13.4,54,TN,University of Memphis
215,Derrick Rose,11.5,38,TN,University of Memphis
216,Derrick Rose,9.7,24,TN,University of Memphis
217,Brandan Wright,23.5,96,CA,"University of California, Los Angeles"
218,Brandan Wright,21.6,94,CA,"University of California, Los Angeles"
219,Brandan Wright,21.0,93,CA,"University of California, Los Angeles"
220,Brandan Wright,20.4,92,CA,"University of California, Los Angeles"
221,Brandan Wright,19.0,88,CA,"University of California, Los Angeles"
222,Brandan Wright,18.5,87,CA,"University of California, Los Angeles"
223,Brandan Wright,18.3,86,CA,"University of California, Los Angeles"
224,Brandan Wright,15.9,74,CA,"University of California, Los Angeles"
225,Mike Conley,23.2,96,OH,Ohio State University
226,Mike Conley,20.0,91,OH,Ohio State University
227,Mike Conley,19.4,90,OH,Ohio State University
228,Mike Conley,18.6,87,OH,Ohio State University
229,Mike Conley,18.3,86,OH,Ohio State University
230,Mike Conley,16.8,79,OH,Ohio State University
231,Mike Conley,15.9,74,OH,Ohio State University
232,Mike Conley,15.4,70,OH,Ohio State University
233,John Wall,23.2,96,KY,University of Kentucky
234,John Wall,20.8,93,KY,University of Kentucky
235,John Wall,19.9,91,KY,University of Kentucky
236,John Wall,19.8,91,KY,University of Kentucky
237,John Wall,19.5,90,KY,University of Kentucky
238,John Wall,19.1,89,KY,University of Kentucky
239,John Wall,17.7,83,KY,University of Kentucky
240,John Wall,15.8,73,KY,University of Kentucky
241,Victor Oladipo,23.1,96,IN,Indiana University
242,Victor Oladipo,16.7,79,IN,Indiana University
243,Victor Oladipo,15.9,74,IN,Indiana University
244,Victor Oladipo,13.6,56,IN,Indiana University
245,Victor Oladipo,13.6,56,IN,Indiana University
246,Kyle Lowry,22.9,96,PA,Villanova University
247,Kyle Lowry,22.2,95,PA,Villanova University
248,Kyle Lowry,20.1,91,PA,Villanova University
249,Kyle Lowry,19.5,90,PA,Villanova University
250,Kyle Lowry,19.3,89,PA,Villanova University
251,Kyle Lowry,18.8,88,PA,Villanova University
252,Kyle Lowry,17.5,82,PA,Villanova University
253,Kyle Lowry,16.5,77,PA,Villanova University
254,Andre Drummond,22.9,96,CT,University of Connecticut
255,Andre Drummond,22.6,96,CT,University of Connecticut
256,Andre Drummond,21.6,94,CT,University of Connecticut
257,Andre Drummond,21.4,94,CT,University of Connecticut
258,Andre Drummond,21.2,94,CT,University of Connecticut
259,Andre Drummond,20.9,93,CT,University of Connecticut
260,Arinze Onuaku,22.8,96,NY,Syracuse University
261,Arinze Onuaku,5.8,8,NY,Syracuse University
262,Arinze Onuaku,3.8,4,NY,Syracuse University
263,Zach Randolph,22.6,96,MI,Michigan State University
264,Zach Randolph,19.5,90,MI,Michigan State University
265,Zach Randolph,18.5,87,MI,Michigan State University
266,Zach Randolph,18.3,86,MI,Michigan State University
267,Zach Randolph,18.3,86,MI,Michigan State University
268,Zach Randolph,17.9,85,MI,Michigan State University
269,Zach Randolph,17.9,85,MI,Michigan State University
270,Zach Randolph,17.3,81,MI,Michigan State University
271,Michael Beasley,22.5,95,KS,Kansas State University
272,Michael Beasley,17.8,84,KS,Kansas State University
273,Michael Beasley,17.8,84,KS,Kansas State University
274,Michael Beasley,16.8,79,KS,Kansas State University
275,Michael Beasley,15.5,71,KS,Kansas State University
276,Michael Beasley,13.0,50,KS,Kansas State University
277,Michael Beasley,10.8,32,KS,Kansas State University
278,Michael Beasley,10.6,30,KS,Kansas State University
279,Carl Landry,22.4,95,IN,Purdue University
280,Carl Landry,18.2,86,IN,Purdue University
281,Carl Landry,17.5,82,IN,Purdue University
282,Carl Landry,14.9,66,IN,Purdue University
283,Carl Landry,14.8,65,IN,Purdue University
284,Carl Landry,11.2,35,IN,Purdue University
285,Gordon Hayward,22.2,95,IN,Butler University
286,Gordon Hayward,20.2,92,IN,Butler University
287,Gordon Hayward,18.3,86,IN,Butler University
288,Gordon Hayward,16.8,79,IN,Butler University
289,Gordon Hayward,16.2,76,IN,Butler University
290,Gordon Hayward,15.5,71,IN,Butler University
291,Gordon Hayward,10.7,31,IN,Butler University
292,Gordon Hayward,7.3,12,IN,Butler University
293,Greg Monroe,22.0,95,DC,Georgetown University
294,Greg Monroe,21.8,95,DC,Georgetown University
295,Greg Monroe,21.2,94,DC,Georgetown University
296,Greg Monroe,21.2,94,DC,Georgetown University
297,Greg Monroe,21.1,93,DC,Georgetown University
298,Greg Monroe,19.5,90,DC,Georgetown University
299,Greg Monroe,18.1,85,DC,Georgetown University
300,Greg Monroe,18.0,85,DC,Georgetown University
301,Al Horford,22.0,95,FL,University of Florida
302,Al Horford,21.4,94,FL,University of Florida
303,Al Horford,20.7,93,FL,University of Florida
304,Al Horford,19.8,91,FL,University of Florida
305,Al Horford,19.4,90,FL,University of Florida
306,Al Horford,19.0,88,FL,University of Florida
307,Al Horford,17.7,83,FL,University of Florida
308,Al Horford,17.6,83,FL,University of Florida
309,Kenneth Faried,21.9,95,KY,Morehead State University
310,Kenneth Faried,21.0,93,KY,Morehead State University
311,Kenneth Faried,20.3,92,KY,Morehead State University
312,Kenneth Faried,19.8,91,KY,Morehead State University
313,Kenneth Faried,18.5,87,KY,Morehead State University
314,Kenneth Faried,18.4,86,KY,Morehead State University
315,Kenneth Faried,17.4,82,KY,Morehead State University
316,Paul Millsap,21.8,95,LA,Louisiana Tech University
317,Paul Millsap,21.3,94,LA,Louisiana Tech University
318,Paul Millsap,20.0,91,LA,Louisiana Tech University
319,Paul Millsap,19.8,91,LA,Louisiana Tech University
320,Paul Millsap,19.8,91,LA,Louisiana Tech University
321,Paul Millsap,19.8,91,LA,Louisiana Tech University
322,Paul Millsap,17.8,84,LA,Louisiana Tech University
323,Paul Millsap,17.0,80,LA,Louisiana Tech University
324,Derrick Favors,21.8,95,GA,Georgia Institute of Technology
325,Derrick Favors,21.6,94,GA,Georgia Institute of Technology
326,Derrick Favors,19.0,88,GA,Georgia Institute of Technology
327,Derrick Favors,18.8,88,GA,Georgia Institute of Technology
328,Derrick Favors,17.5,82,GA,Georgia Institute of Technology
329,Derrick Favors,17.1,81,GA,Georgia Institute of Technology
330,Derrick Favors,15.8,73,GA,Georgia Institute of Technology
331,Derrick Favors,13.8,57,GA,Georgia Institute of Technology
332,DeAndre Jordan,21.8,95,TX,Texas A&M University
333,DeAndre Jordan,21.0,93,TX,Texas A&M University
334,DeAndre Jordan,20.6,93,TX,Texas A&M University
335,DeAndre Jordan,20.2,92,TX,Texas A&M University
336,DeAndre Jordan,18.2,86,TX,Texas A&M University
337,DeAndre Jordan,17.2,81,TX,Texas A&M University
338,DeAndre Jordan,16.4,77,TX,Texas A&M University
339,DeAndre Jordan,14.8,65,TX,Texas A&M University
340,Patty Mills,21.5,94,LA,Louisiana Tech University
341,Patty Mills,18.7,87,LA,Louisiana Tech University
342,Patty Mills,15.2,68,LA,Louisiana Tech University
343,Patty Mills,14.6,64,LA,Louisiana Tech University
344,Patty Mills,14.1,60,LA,Louisiana Tech University
345,Patty Mills,13.0,50,LA,Louisiana Tech University
346,Patty Mills,13.0,50,LA,Louisiana Tech University
347,Patty Mills,11.8,40,LA,Louisiana Tech University
348,Nikola Vucevic,21.5,94,CA,University of Southern California
349,Nikola Vucevic,21.1,93,CA,University of Southern California
350,Nikola Vucevic,19.7,90,CA,University of Southern California
351,Nikola Vucevic,19.1,89,CA,University of Southern California
352,Nikola Vucevic,18.8,88,CA,University of Southern California
353,Nikola Vucevic,17.8,84,CA,University of Southern California
354,Nikola Vucevic,14.3,61,CA,University of Southern California
355,George Hill,21.5,94,IN,Indiana University-Purdue University Indianapolis
356,George Hill,19.3,89,IN,Indiana University-Purdue University Indianapolis
357,George Hill,16.6,78,IN,Indiana University-Purdue University Indianapolis
358,George Hill,15.7,72,IN,Indiana University-Purdue University Indianapolis
359,George Hill,14.6,64,IN,Indiana University-Purdue University Indianapolis
360,George Hill,13.4,54,IN,Indiana University-Purdue University Indianapolis
361,George Hill,13.3,53,IN,Indiana University-Purdue University Indianapolis
362,George Hill,13.2,52,IN,Indiana University-Purdue University Indianapolis
363,Lou Williams,21.4,94,FL,Stetson University
364,Lou Williams,20.2,92,FL,Stetson University
365,Lou Williams,20.2,92,FL,Stetson University
366,Lou Williams,19.9,91,FL,Stetson University
367,Lou Williams,18.9,88,FL,Stetson University
368,Lou Williams,17.7,83,FL,Stetson University
369,Lou Williams,15.9,74,FL,Stetson University
370,Lou Williams,14.2,61,FL,Stetson University
371,Kevin Martin,21.4,94,OH,University of Cincinnati
372,Kevin Martin,16.7,79,OH,University of Cincinnati
373,Kevin Martin,16.5,77,OH,University of Cincinnati
374,Kevin Martin,16.3,76,OH,University of Cincinnati
375,Kevin Martin,16.0,74,OH,University of Cincinnati
376,Kevin Martin,11.5,38,OH,University of Cincinnati
377,Kemba Walker,21.3,94,KY,University of Kentucky
378,Kemba Walker,20.8,93,KY,University of Kentucky
379,Kemba Walker,20.6,93,KY,University of Kentucky
380,Kemba Walker,18.8,88,KY,University of Kentucky
381,Kemba Walker,17.6,83,KY,University of Kentucky
382,Kemba Walker,16.8,79,KY,University of Kentucky
383,Kemba Walker,14.9,66,KY,University of Kentucky
384,Cole Aldrich,21.3,94,KS,University of Kansas
385,Cole Aldrich,19.1,89,KS,University of Kansas
386,Cole Aldrich,18.1,85,KS,University of Kansas
387,Cole Aldrich,17.7,83,KS,University of Kansas
388,Cole Aldrich,12.7,48,KS,University of Kansas
389,Cole Aldrich,11.1,34,KS,University of Kansas
390,Cole Aldrich,7.0,11,KS,University of Kansas
391,Cole Aldrich,6.0,8,KS,University of Kansas
392,Ryan Anderson,21.2,94,CA,University of California
393,Ryan Anderson,19.0,88,CA,University of California
394,Ryan Anderson,18.8,88,CA,University of California
395,Ryan Anderson,18.1,85,CA,University of California
396,Ryan Anderson,17.2,81,CA,University of California
397,Ryan Anderson,15.6,71,CA,University of California
398,Ryan Anderson,13.5,55,CA,University of California
399,Ryan Anderson,12.6,47,CA,University of California
400,Alan Williams,21.1,93,IA,Drake University
401,Alan Williams,19.5,90,IA,Drake University
402,Alan Williams,9.3,21,IA,Drake University
403,Tyreke Evans,21.1,93,TN,University of Memphis
404,Tyreke Evans,18.4,86,TN,University of Memphis
405,Tyreke Evans,18.1,85,TN,University of Memphis
406,Tyreke Evans,17.9,85,TN,University of Memphis
407,Tyreke Evans,17.7,83,TN,University of Memphis
408,Tyreke Evans,16.4,77,TN,University of Memphis
409,Tyreke Evans,15.5,71,TN,University of Memphis
410,Tyreke Evans,14.4,62,TN,University of Memphis
411,Josh Smith,21.1,93,CO,University of Southern Colorado
412,Josh Smith,19.2,89,CO,University of Southern Colorado
413,Josh Smith,17.7,83,CO,University of Southern Colorado
414,Josh Smith,14.9,66,CO,University of Southern Colorado
415,Josh Smith,14.1,60,CO,University of Southern Colorado
416,Josh Smith,10.6,30,CO,University of Southern Colorado
417,Josh Smith,3.5,4,CO,University of Southern Colorado
418,Deron Williams,21.1,93,IL,University of Illinois at Urbana-Champaign
419,Deron Williams,20.3,92,IL,University of Illinois at Urbana-Champaign
420,Deron Williams,20.3,92,IL,University of Illinois at Urbana-Champaign
421,Deron Williams,17.6,83,IL,University of Illinois at Urbana-Champaign
422,Deron Williams,15.7,72,IL,University of Illinois at Urbana-Champaign
423,Deron Williams,14.6,64,IL,University of Illinois at Urbana-Champaign
424,Deron Williams,14.0,59,IL,University of Illinois at Urbana-Champaign
425,Trey Burke,21.0,93,MI,University of Michigan
426,Trey Burke,14.0,59,MI,University of Michigan
427,Trey Burke,12.6,47,MI,University of Michigan
428,Trey Burke,12.6,47,MI,University of Michigan
429,Trey Burke,10.8,32,MI,University of Michigan
430,Paul George,20.9,93,CA,"California State University, Fresno"
431,Paul George,20.2,92,CA,"California State University, Fresno"
432,Paul George,20.1,91,CA,"California State University, Fresno"
433,Paul George,18.7,87,CA,"California State University, Fresno"
434,Paul George,16.8,79,CA,"California State University, Fresno"
435,Paul George,16.5,77,CA,"California State University, Fresno"
436,Paul George,13.0,50,CA,"California State University, Fresno"
437,Paul George,13.0,50,CA,"California State University, Fresno"
438,David West,20.9,93,OH,Xavier University
439,David West,20.4,92,OH,Xavier University
440,David West,20.1,91,OH,Xavier University
441,David West,17.8,84,OH,Xavier University
442,David West,17.6,83,OH,Xavier University
443,David West,17.5,82,OH,Xavier University
444,David West,16.6,78,OH,Xavier University
445,David West,16.0,74,OH,Xavier University
446,Klay Thompson,20.8,93,WA,Washington State University
447,Klay Thompson,18.6,87,WA,Washington State University
448,Klay Thompson,17.4,82,WA,Washington State University
449,Klay Thompson,16.1,75,WA,Washington State University
450,Klay Thompson,14.9,66,WA,Washington State University
451,Klay Thompson,14.3,61,WA,Washington State University
452,Klay Thompson,12.7,48,WA,Washington State University
453,Steve Nash,20.8,93,CA,Santa Clara University
454,Steve Nash,20.3,92,CA,Santa Clara University
455,Steve Nash,16.0,74,CA,Santa Clara University
456,Steve Nash,12.2,43,CA,Santa Clara University
457,Steven Adams,20.6,93,PA,University of Pittsburgh
458,Steven Adams,16.5,77,PA,University of Pittsburgh
459,Steven Adams,15.5,71,PA,University of Pittsburgh
460,Steven Adams,14.1,60,PA,University of Pittsburgh
461,Steven Adams,11.2,35,PA,University of Pittsburgh
462,Jeff Teague,20.6,93,NC,Wake Forest University
463,Jeff Teague,19.2,89,NC,Wake Forest University
464,Jeff Teague,17.9,85,NC,Wake Forest University
465,Jeff Teague,17.1,81,NC,Wake Forest University
466,Jeff Teague,16.8,79,NC,Wake Forest University
467,Jeff Teague,16.4,77,NC,Wake Forest University
468,Jeff Teague,15.8,73,NC,Wake Forest University
469,Jeff Teague,14.6,64,NC,Wake Forest University
470,Eric Bledsoe,20.5,92,KY,University of Kentucky
471,Eric Bledsoe,20.0,91,KY,University of Kentucky
472,Eric Bledsoe,19.7,90,KY,University of Kentucky
473,Eric Bledsoe,19.6,90,KY,University of Kentucky
474,Eric Bledsoe,18.4,86,KY,University of Kentucky
475,Eric Bledsoe,17.5,82,KY,University of Kentucky
476,Eric Bledsoe,11.2,35,KY,University of Kentucky
477,Eric Bledsoe,10.8,32,KY,University of Kentucky
478,Kyle O'Quinn,20.5,92,VA,Norfolk State University
479,Kyle O'Quinn,20.0,91,VA,Norfolk State University
480,Kyle O'Quinn,17.5,82,VA,Norfolk State University
481,Kyle O'Quinn,16.5,77,VA,Norfolk State University
482,Kyle O'Quinn,15.8,73,VA,Norfolk State University
483,Kyle O'Quinn,14.8,65,VA,Norfolk State University
484,Jeremy Evans,20.5,92,KY,Western Kentucky University
485,Jeremy Evans,19.9,91,KY,Western Kentucky University
486,Jeremy Evans,19.6,90,KY,Western Kentucky University
487,Jeremy Evans,18.8,88,KY,Western Kentucky University
488,Jeremy Evans,16.2,76,KY,Western Kentucky University
489,Jeremy Evans,12.6,47,KY,Western Kentucky University
490,Jeremy Evans,10.4,29,KY,Western Kentucky University
491,Nerlens Noel,20.4,92,KY,University of Kentucky
492,Nerlens Noel,16.2,76,KY,University of Kentucky
493,Nerlens Noel,16.2,76,KY,University of Kentucky
494,Nerlens Noel,15.0,67,KY,University of Kentucky
495,Chris Bosh,20.2,92,GA,Georgia Institute of Technology
496,Chris Bosh,20.0,91,GA,Georgia Institute of Technology
497,Chris Bosh,19.8,91,GA,Georgia Institute of Technology
498,Chris Bosh,19.4,90,GA,Georgia Institute of Technology
499,Chris Bosh,19.0,88,GA,Georgia Institute of Technology
500,Chris Bosh,18.9,88,GA,Georgia Institute of Technology
501,Larry Nance,20.2,92,SC,Clemson University
502,Larry Nance,15.7,72,SC,Clemson University
503,Larry Nance,13.4,54,SC,Clemson University
504,Bradley Beal,20.1,91,FL,University of Florida
505,Bradley Beal,18.4,86,FL,University of Florida
506,Bradley Beal,15.5,71,FL,University of Florida
507,Bradley Beal,14.3,61,FL,University of Florida
508,Bradley Beal,14.0,59,FL,University of Florida
509,Bradley Beal,13.6,56,FL,University of Florida
510,Joakim Noah,20.0,91,FL,University of Florida
