RK,TEAM,GMS,Total Attendance,Average Attendance,Attendance,GMS2,AVG3,PCT4,GMS5,AVG6,PCT7,year,sport,State,Team_Name,12,13,14,15,16,17,18,Spend,SM,PF,,SM-ALL,SM-W,SM-L,SM-T
1,Oakland,81,1476792,18232,52,81,30476,68.8,162,24354,61.4,2011,mlb,CA,A's,45,0,69967475,0,6515573,0,0,76483048,67,2,2011CAA's,162,74,88,0
2,Tampa Bay,81,1529188,18878,55.4,81,28353,65.1,162,23616,60.8,2011,mlb,FL,Rays,38,0,45728532,0,370000,0,0,46098532,48,20,2011FLRays,162,91,71,0
3,Florida,80,1520562,19007,48.8,80,30834,70.5,160,24920,60.3,2011,mlb,FL,Marlins,41,0,63287393,0,2000000,0,0,65287393,65,22,2011FLMarlins,162,72,90,0
4,Kansas City,81,1724450,21289,56.2,81,29257,68.7,162,25273,62.8,2011,mlb,MO,Royals,34,0,38803600,0,509673,1380000,0,40693273,84,31,2011MORoyals,162,71,91,0
5,Baltimore,80,1755461,21943,48.3,81,27819,66.2,161,24899,56.9,2011,mlb,MD,Orioles,49,0,94391741,0,0,0,0,94391741,36,87,2011MDOrioles,162,69,93,0
6,Toronto,81,1818103,22445,45.6,81,27656,64.6,162,25051,54.4,2011,mlb,TT,Blue Jays,38,0,56304461,0,17187143,0,0,73491604,41,14,2011TTBlue Jays,162,81,81,0
7,Cleveland,81,1840835,22726,52.3,81,30671,72.4,162,26698,62.2,2011,mlb,OH,Indians,45,0,55960593,0,0,0,0,55960593,14,54,2011OHIndians,162,80,82,0
8,Seattle,81,1896321,23411,48.9,81,27873,65.9,162,25642,56.9,2011,mlb,WA,Mariners,42,0,88907834,0,12521314,0,0,101429148,78,38,2011WAMariners,162,67,95,0
9,Pittsburgh,80,1940429,24255,63.2,80,30905,70.4,160,27580,67.1,2011,mlb,PA,Pirates,45,0,46784667,0,1808060,0,0,48592727,14,73,2011PAPirates,162,79,83,0
10,Chicago White Sox,81,2001117,24705,60.8,81,29256,68.2,162,26980,64.6,2011,mlb,IL,White Sox,40,0,123584951,0,7038798,0,0,130623749,44,71,2011ILWhite Sox,162,79,83,0
11,Washington,78,1940478,24877,59.9,81,29484,67,159,27224,63.6,2011,mlb,DC,Nationals,44,0,72988723,0,0,2000000,0,74988723,44,8,2011DCNationals,162,73,89,0
12,Houston,81,2067016,25518,62.3,81,28588,65,162,27053,63.7,2011,mlb,TX,Astros,42,0,72098000,0,13476503,0,0,85574503,87,39,2011TXAstros,162,56,106,0
13,Arizona,81,2105432,25992,53.4,81,30175,68.3,162,28084,60.5,2011,mlb,AZ,Diamondbacks,38,0,57930520,0,6954451,900000,0,65784971,57,100,2011AZDiamondbacks,162,94,68,0
14,San Diego,81,2143018,26457,62,81,32929,72.8,162,29693,67.5,2011,mlb,CA,Padres,37,0,47418810,0,600000,0,0,48018810,50,60,2011CAPadres,162,71,91,0
15,Cincinnati,81,2213498,27327,64.6,80,33120,77.2,161,30205,70.9,2011,mlb,OH,Reds,38,0,79612874,0,2307672,0,0,81920546,24,88,2011OHReds,162,79,83,0
16,Atlanta,79,2372940,30037,60.4,81,31029,71.7,160,30539,65.7,2011,mlb,GA,Braves,43,0,98521630,0,1308600,0,0,99830230,85,7,2011GABraves,162,89,73,0
17,NY Mets,79,2378549,30108,72,80,33079,74.9,159,31603,73.5,2011,mlb,NY,Mets,38,0,96163418,0,45668423,0,0,141831841,42,10,2011NYMets,162,77,85,0
18,Detroit,81,2642045,32617,79.1,81,27629,65.3,162,30123,72.1,2011,mlb,MI,Tigers,36,0,111271015,0,250000,0,0,111521015,8,12,2011MITigers,162,95,67,0
19,Colorado,81,2909777,35923,71.1,80,30299,67.6,161,33128,69.5,2011,mlb,CO,Rockies,32,0,77731972,0,5530198,0,0,83262170,72,6,2011CORockies,162,73,89,0
20,LA Dodgers,81,2935139,36236,64.7,80,32584,74.4,161,34421,68.9,2011,mlb,CA,Dodgers,41,0,98679615,0,19989000,0,0,118668615,65,25,2011CADodgers,161,82,79,0
21,Texas,81,2946949,36382,74,80,28674,67.5,161,32552,71,2011,mlb,TX,Rangers,39,0,99272920,0,4468801,0,0,103741721,33,57,2011TXRangers,162,96,66,0
22,Chicago Cubs,81,3017966,37258,90.5,81,32797,76.4,162,35028,83.3,2011,mlb,IL,Cubs,40,0,124652698,0,14825000,0,0,139477698,88,39,2011ILCubs,162,71,91,0
23,Boston,81,3054001,37703,101.7,81,31999,73.3,162,34851,86.3,2011,mlb,MA,Red Sox,47,0,164517590,0,8239278,0,0,172553261,46,54,2011MARed Sox,162,90,72,0
24,Milwaukee,81,3071373,37918,90.5,78,30657,71,159,34356,80.8,2011,mlb,WI,Brewers,45,0,92127802,0,0,0,0,92127802,3,87,2011WIBrewers,162,96,66,0
25,St. Louis,81,3093954,38196,86.9,81,30439,71.5,162,34318,79.3,2011,mlb,MO,Cardinals,39,0,113348748,0,2808564,700000,0,116857312,77,48,2011MOCardinals,162,90,72,0
26,LA Angels,81,3166321,39090,86.1,81,26125,60.7,162,32608,73.8,2011,mlb,CA,Angels,38,0,133613959,0,13034600,0,0,146648559,72,25,2011CAAngels,162,86,76,0
27,Minnesota,81,3168107,39112,99,81,28949,68.5,162,34031,83.3,2011,mlb,MN,Twins,29,0,106871000,0,7108594,0,0,113979594,25,83,2011MNTwins,162,63,99,0
28,San Francisco,81,3387303,41818,99.8,81,32757,72.5,162,37287,85.6,2011,mlb,CA,Giants,39,0,124882250,0,1100000,0,0,125982250,82,30,2011CAGiants,162,86,76,0
29,NY Yankees,81,3653680,45107,89.7,81,33228,78.9,162,39167,84.8,2011,mlb,NY,Yankees,41,0,212609678,0,950000,0,0,213559678,73,29,2011NYYankees,162,97,65,0
30,Philadelphia,81,3680718,45440,104.1,81,33000,75.1,162,39220,89.6,2011,mlb,PA,Phillies,38,0,169799882,0,168300,0,0,169968182,14,66,2011PAPhillies,162,79,83,0
1,Tampa Bay,81,1559681,19255,56.5,81,30403,69.2,162,24829,63.6,2012,mlb,FL,Rays,38,0,68232330,0,2010000,0,0,70242330,85,34,2012FLRays,162,90,72,0
2,Cleveland,81,1603596,19797,45.6,81,28285,68.2,162,24041,56.6,2012,mlb,OH,Indians,51,0,71325549,0,5993989,0,0,77319538,65,40,2012OHIndians,162,68,94,0
3,Houston,81,1607733,19848,48.5,81,31119,72.1,162,25483,60.6,2012,mlb,TX,Astros,43,0,23728500,0,30818739,0,0,54547239,24,100,2012TXAstros,162,55,107,0
4,Oakland,81,1679013,20728,60.6,81,29978,68,162,25353,64.8,2012,mlb,CA,A's,45,0,56723737,0,2249836,0,0,58973573,72,55,2012CAA's,162,94,68,0
5,Seattle,81,1721920,21258,44.4,81,28262,67,162,24760,55,2012,mlb,WA,Mariners,45,0,73220850,0,11218580,0,0,84439430,40,89,2012WAMariners,162,75,87,0
6,Kansas City,80,1739859,21748,57.4,81,27447,64.7,161,24615,61.3,2012,mlb,MO,Royals,45,0,66385000,0,2579235,1380000,0,70344235,30,4,2012MORoyals,162,72,90,0
7,Chicago White Sox,81,1965955,24271,59.8,81,29983,69.7,162,27127,64.9,2012,mlb,IL,White Sox,40,0,108250892,0,721311,0,0,108972203,19,46,2012ILWhite Sox,162,85,77,0
8,Toronto,81,2099663,25921,52.6,80,29075,69.8,161,27488,60.4,2012,mlb,TT,Blue Jays,42,0,90559953,0,6083969,650000,0,97293922,40,45,2012TTBlue Jays,162,73,89,0
9,Pittsburgh,80,2091918,26148,68.2,81,31307,71.7,161,28744,70.1,2012,mlb,PA,Pirates,44,0,58617066,0,3186203,0,0,61803269,16,15,2012PAPirates,162,97,65,0
10,San Diego,81,2123721,26218,61.4,81,31422,69.4,162,28820,65.5,2012,mlb,CA,Padres,39,0,60061913,0,2550000,747500,0,63839413,22,45,2012CAPadres,162,76,86,0
11,Baltimore,79,2102240,26610,58.6,81,29549,68.6,160,28098,63.5,2012,mlb,MD,Orioles,41,0,80099381,0,3626487,0,0,83725868,72,34,2012MDOrioles,162,93,69,0
